id_cotizacion,id_empresa,fecha,precio_apertura,precio_cierre,precio_max,precio_min,volumen_operado,variacion_porcentaje
658,10,2023-01-02 03:00:00,13.05,13.5,13.5,13.05,9563.95,NAN
659,10,2023-01-03 03:00:00,13.5,13.2,13.5,12.55,38148.8,-2.22222222222222
660,10,2023-01-04 03:00:00,13.2,12.9,13.35,12.8,13887,-2.27272727272726
661,10,2023-01-05 03:00:00,13,13.15,13.15,12.9,24053.3,1.93798449612403
662,10,2023-01-06 03:00:00,12.95,13.3,13.3,12.8,44834.15,1.14068441064639
663,10,2023-01-09 03:00:00,13.45,13.5,13.75,13.2,111893.6,1.50375939849623
664,10,2023-01-10 03:00:00,13.65,13.35,13.85,13.1,6599.4,-1.11111111111112
665,10,2023-01-11 03:00:00,13.3,13.5,13.65,13.25,102789.35,1.12359550561798
666,10,2023-01-12 03:00:00,13.7,13.5,13.9,13.35,33455.35,"0"
667,10,2023-01-13 03:00:00,13.3,13.8,13.8,13.3,39275,2.22222222222224
668,10,2023-01-16 03:00:00,13.7,13.95,14,13.5,15374.55,1.08695652173911
669,10,2023-01-17 03:00:00,13.8,14.35,14.5,13.65,68885,2.86738351254481
670,10,2023-01-18 03:00:00,14.35,13.8,14.4,13.65,112065.25,-3.83275261324041
671,10,2023-01-19 03:00:00,13.95,13.8,14.35,13.6,138913.2,"0"
672,10,2023-01-20 03:00:00,14.3,14.2,14.35,13.95,86351.1,2.89855072463767
673,10,2023-01-23 03:00:00,13.9,14.45,14.85,13.9,80043.75,1.7605633802817
674,10,2023-01-24 03:00:00,14.5,14.5,14.9,14.15,48087.95,"0.34602076124568"
675,10,2023-01-25 03:00:00,14.75,14.65,14.75,14.3,56234,1.0344827586207
676,10,2023-01-26 03:00:00,14.95,14.75,15.1,14.6,60512.9,"0.682593856655278"
677,10,2023-01-27 03:00:00,14.8,15.2,15.2,14.8,59557.85,3.05084745762711
678,10,2023-01-30 03:00:00,14.9,14.9,15.45,14.8,46296.45,-1.97368421052631
679,10,2023-01-31 03:00:00,15.25,14.8,15.25,14.7,269914.41,-0.671140939597314
680,10,2023-02-01 03:00:00,14.8,15.15,15.25,14.55,161769.66,2.36486486486487
681,10,2023-02-02 03:00:00,15.35,15.4,15.7,14.9,283445.44,1.65016501650166
682,10,2023-02-03 03:00:00,15.3,15.95,16.25,14.75,278207.5,3.57142857142856
683,10,2023-02-06 03:00:00,15.95,15.7,16.2,15.5,26523.85,-1.56739811912225
684,10,2023-02-07 03:00:00,15.7,16,16.1,15.45,47218.9,1.91082802547771
685,10,2023-02-08 03:00:00,15.95,15.9,16,15.55,31258.05,-0.624999999999998
686,10,2023-02-09 03:00:00,16,15.9,16,15.6,61857.55,"0"
687,10,2023-02-10 03:00:00,15.75,15.7,15.85,15.5,24932.3,-1.25786163522014
688,10,2023-02-13 03:00:00,15.65,16,16,15.4,42644.95,1.91082802547771
689,10,2023-02-14 03:00:00,16.05,16,16.15,15.5,9811.75,"0"
690,10,2023-02-15 03:00:00,16,16,16.15,15.75,19737,"0"
691,10,2023-02-16 03:00:00,16,16.1,16.25,15.75,17155.55,"0.625000000000009"
692,10,2023-02-17 03:00:00,16,15.55,16,15.55,18120.05,-3.41614906832298
693,10,2023-02-22 03:00:00,15.45,15.6,15.95,15.15,23608.8,"0.321543408360125"
694,10,2023-02-23 03:00:00,15.6,15.2,15.95,14.85,117745.35,-2.56410256410257
695,10,2023-02-24 03:00:00,15.4,15.1,15.45,14.85,36428.8,-0.657894736842102
696,10,2023-02-27 03:00:00,15.25,15.7,15.75,14.85,36708.55,3.97350993377483
697,10,2023-02-28 03:00:00,15.6,15.5,15.65,14.9,77955.15,-1.27388535031847
698,10,2023-03-01 03:00:00,15.5,14.75,15.65,14.5,23245.15,-4.83870967741935
699,10,2023-03-02 03:00:00,14.75,14.65,15.4,14.55,67555.3,-0.677966101694916
700,10,2023-03-03 03:00:00,15.2,15.35,15.35,15,99856.2,4.77815699658704
701,10,2023-03-06 03:00:00,15.6,15.6,15.95,15.55,221300.34,1.62866449511401
702,10,2023-03-07 03:00:00,15.85,15.25,16,15.35,277295.25,-2.24358974358975
703,10,2023-03-08 03:00:00,15.5,15.8,15.8,15.5,159405.2,3.60655737704918
704,10,2023-03-09 03:00:00,15.55,15.75,15.9,15.5,47556.35,-0.316455696202533
705,10,2023-03-10 03:00:00,15.5,15.1,15.95,15.1,103000.05,-4.12698412698414
706,10,2023-03-13 03:00:00,15.2,15.75,15.9,15.2,49602.5,4.30463576158941
707,10,2023-03-14 03:00:00,16.05,15.8,16.2,15.5,67392.4,"0.317460317460316"
708,10,2023-03-15 03:00:00,15.95,15.7,16,15.3,48685.9,-0.632911392405078
709,10,2023-03-16 03:00:00,16,16,16.3,15.75,79601.95,1.91082802547771
710,10,2023-03-17 03:00:00,16.1,16.25,16.35,15.9,34953.95,1.5625
711,10,2023-03-20 03:00:00,16.3,16.5,16.5,15.75,53335.8,1.53846153846153
712,10,2023-03-21 03:00:00,16.5,16.8,16.8,16.2,90701.5,1.81818181818183
713,10,2023-03-22 03:00:00,16.75,16.55,16.95,16.35,121118.7,-1.48809523809523
714,10,2023-03-23 03:00:00,16.45,16.35,16.95,16.35,35721.85,-1.20845921450151
715,10,2023-03-27 03:00:00,16.35,16.5,16.95,16.2,67700.35,"0.917431192660545"
716,10,2023-03-28 03:00:00,16.7,16.2,16.7,15.95,93773,-1.81818181818182
717,10,2023-03-29 03:00:00,16.3,16.65,16.7,16.3,42913.2,2.77777777777777
718,10,2023-03-30 03:00:00,16.75,16.9,17.5,16.5,78682.9,1.5015015015015
719,10,2023-03-31 03:00:00,17,16.9,17.2,16.65,67516.4,"0"
720,10,2023-04-03 03:00:00,16.9,17,17.15,16.7,68822.65,"0.591715976331364"
721,10,2023-04-04 03:00:00,17.2,17,17.25,16.9,68360.55,"0"
722,10,2023-04-05 03:00:00,16.7,16.85,17.15,16.65,42718.15,-0.882352941176467
723,10,2023-04-10 03:00:00,16.5,16.7,16.95,16.5,84571.05,-0.89020771513354
724,10,2023-04-11 03:00:00,16.75,16.75,16.8,16.5,29342.6,"0.299401197604787"
725,10,2023-04-12 03:00:00,16.9,16.7,17.55,16.5,36520.65,-0.29850746268657
726,10,2023-04-13 03:00:00,16.9,17.2,17.15,16.7,23829.2,2.99401197604789
727,10,2023-04-14 03:00:00,17.45,17,17.85,16.8,96776.4,-1.16279069767441
728,10,2023-04-17 03:00:00,17.45,17.15,17.75,16.85,26741.25,"0.882352941176467"
729,10,2023-04-18 03:00:00,17.2,17.4,17.4,17.1,134359.16,1.45772594752187
730,10,2023-04-19 03:00:00,17.8,17.5,17.8,17.15,113666.15,"0.574712643678166"
731,10,2023-04-20 03:00:00,17.5,17.25,17.75,17,232934.25,-1.42857142857142
732,10,2023-04-21 03:00:00,17.15,17.2,17.45,16.75,98914.3,-0.289855072463774
733,10,2023-04-24 03:00:00,17.2,17.45,17.5,16.75,75030.05,1.45348837209303
734,10,2023-04-25 03:00:00,17.3,17,17.45,16.75,398968.06,-2.57879656160458
735,10,2023-04-26 03:00:00,17.2,16.7,17.2,16.5,309563.44,-1.76470588235295
736,10,2023-04-27 03:00:00,17.2,17.4,17.4,16.8,224872.2,4.19161676646707
737,10,2023-04-28 03:00:00,17.35,17.2,17.6,16.8,368737.84,-1.14942528735632
738,10,2023-05-02 03:00:00,17.5,17,18.5,17.05,264114.25,-1.16279069767441
739,10,2023-05-03 03:00:00,17.35,17.6,17.9,17.2,105598.1,3.52941176470589
740,10,2023-05-04 03:00:00,17.6,17.25,17.6,16.7,150003.05,-1.98863636363638
741,10,2023-05-05 03:00:00,17.5,18.05,18.1,17.5,111022.4,4.63768115942029
742,10,2023-05-08 03:00:00,18.2,18.05,18.5,17.7,76983.55,"0"
743,10,2023-05-09 03:00:00,18,18,18.25,17.75,32985.3,-0.277008310249316
744,10,2023-05-10 03:00:00,18.35,18.05,18.4,17.8,121233.1,"0.277777777777777"
745,10,2023-05-11 03:00:00,18,18,18.4,17.65,131590.09,-0.277008310249316
746,10,2023-05-12 03:00:00,18,18.1,18.7,17.8,111893.45,"0.555555555555554"
747,10,2023-05-15 03:00:00,18,18.2,18.4,17.6,147942.05,"0.552486187845291"
748,10,2023-05-16 03:00:00,18.35,17.9,18.4,17.9,73433.35,-1.64835164835165
749,10,2023-05-17 03:00:00,18.2,18.3,18.4,17.9,86766.9,2.2346368715084
750,10,2023-05-18 03:00:00,18.4,18.35,18.5,18,44872,"0.273224043715858"
751,10,2023-05-19 03:00:00,18.45,18.65,18.7,18.2,38965.35,1.63487738419617
752,10,2023-05-22 03:00:00,18.25,18.15,18.6,17.95,124715.45,-2.68096514745308
753,10,2023-05-23 03:00:00,18.45,18.3,18.5,18.05,65705.3,"0.826446280991755"
754,10,2023-05-24 03:00:00,18.4,18.25,18.65,17.8,50880.65,-0.273224043715847
755,10,2023-05-29 03:00:00,18.5,18.85,18.9,17.95,27171.1,3.28767123287672
756,10,2023-05-30 03:00:00,18.9,18.65,19.1,18.5,102223.4,-1.0610079575597
757,10,2023-05-31 03:00:00,18.8,18.75,19.1,18.6,15400.5,"0.536193029490617"
758,10,2023-06-01 03:00:00,18.8,18.95,19.1,18.3,80718.6,1.06666666666666
759,10,2023-06-02 03:00:00,18.9,18.95,19.25,18.65,131709.91,"0"
760,10,2023-06-05 03:00:00,19.3,19.05,19.4,18.5,68514.5,"0.527704485488134"
761,10,2023-06-06 03:00:00,19.1,18.55,19.1,18.4,34847.1,-2.6246719160105
762,10,2023-06-07 03:00:00,19.3,18.55,19.3,18.15,167048.05,"0"
763,10,2023-06-08 03:00:00,18.7,18.6,19,18.4,50758.4,"0.269541778975735"
764,10,2023-06-09 03:00:00,18.6,19.05,19.05,18.5,304139.94,2.41935483870968
765,10,2023-06-12 03:00:00,18.8,19.2,19.2,18.65,74173.45,"0.787401574803148"
766,10,2023-06-13 03:00:00,19.4,19.3,19.45,18.95,127518.4,"0.520833333333348"
767,10,2023-06-14 03:00:00,19.45,19.2,19.45,19,41950.35,-0.518134715025909
768,10,2023-06-15 03:00:00,19.4,19.5,19.5,19.1,54406.4,1.5625
769,10,2023-06-16 03:00:00,19.5,19.45,19.55,19.2,46617.95,-0.256410256410255
770,10,2023-06-21 03:00:00,19.1,19.7,19.7,19.05,50619.6,1.2853470437018
771,10,2023-06-22 03:00:00,19.7,19.8,19.8,19.35,71456.3,"0.507614213197982"
772,10,2023-06-23 03:00:00,19.85,19.7,19.9,19.4,27740.65,-0.505050505050508
773,10,2023-06-26 03:00:00,19.95,19.65,20.15,19.4,41555.4,-0.253807106598991
774,10,2023-06-27 03:00:00,19.8,19.85,19.85,19.45,293567.09,1.01781170483461
775,10,2023-06-28 03:00:00,20,19.95,20,19.65,44346.85,"0.50377833753148"
776,10,2023-06-29 03:00:00,20,19.9,20,19.7,227410.09,-0.250626566416046
777,10,2023-06-30 03:00:00,20.1,20.45,20.95,20.1,54808.25,2.76381909547738
778,10,2023-07-03 03:00:00,20.2,20.5,21,20,163047.25,"0.244498777506119"
779,10,2023-07-04 03:00:00,20.85,20.55,20.95,20.15,24413.15,"0.24390243902439"
780,10,2023-07-05 03:00:00,20.7,20.15,20.7,20,75514.35,-1.94647201946473
781,10,2023-07-06 03:00:00,20,20.25,20.25,19.65,181650.5,"0.496277915632759"
782,10,2023-07-07 03:00:00,20.25,20.2,20.5,19.95,286954.19,-0.246913580246921
783,10,2023-07-10 03:00:00,20.35,19.75,20.35,19.6,82136.65,-2.22772277227723
784,10,2023-07-11 03:00:00,20.15,19.75,20.15,19.6,37232.55,"0"
785,10,2023-07-12 03:00:00,20.2,20.05,20.4,19.8,79790.3,1.51898734177216
786,10,2023-07-13 03:00:00,20.5,20.1,20.5,19.85,82076.75,"0.249376558603487"
787,10,2023-07-14 03:00:00,20.5,20.35,20.5,19.9,261248.75,1.24378109452736
788,10,2023-07-17 03:00:00,20.5,20.6,20.95,20.35,65809.45,1.22850122850122
789,10,2023-07-18 03:00:00,20.45,20.8,20.8,20.3,53480.9,"0.970873786407767"
790,10,2023-07-19 03:00:00,20.9,20.75,21,20.4,334707.31,-0.240384615384615
791,10,2023-07-20 03:00:00,21,20.55,21.15,20.5,60035,-0.963855421686743
792,10,2023-07-21 03:00:00,20.35,20.45,20.7,20.35,52440,-0.486618004866191
793,10,2023-07-24 03:00:00,20.95,20.5,20.95,20.35,305005.34,"0.244498777506119"
794,10,2023-07-25 03:00:00,20.75,20.6,20.75,20.35,53653.9,"0.487804878048781"
795,10,2023-07-26 03:00:00,20.85,20.45,20.85,20.25,48536.35,-0.728155339805836
796,10,2023-07-27 03:00:00,20.9,20.45,20.95,19.7,164644.41,"0"
797,10,2023-07-28 03:00:00,20.8,20.75,20.8,20.05,40559.65,1.46699266503667
798,10,2023-07-31 03:00:00,20.95,20.75,21,20.5,40872.95,"0"
799,10,2023-08-01 03:00:00,21,20.9,21,20.55,42968.6,"0.72289156626506"
800,10,2023-08-02 03:00:00,20.95,20.55,20.95,20.3,322239.16,-1.67464114832535
801,10,2023-08-03 03:00:00,20.65,20.4,20.7,20,420310.06,-0.72992700729928
802,10,2023-08-04 03:00:00,20.35,19.55,20.35,19.25,147633.45,-4.16666666666665
803,10,2023-08-07 03:00:00,19.75,19.1,19.75,18.55,326428.34,-2.30179028132992
804,10,2023-08-08 03:00:00,19.15,19.35,19.4,18.65,205233.5,1.30890052356021
805,10,2023-08-09 03:00:00,19.3,18.95,19.3,18.6,55596.3,-2.06718346253231
806,10,2023-08-10 03:00:00,19.2,19.1,19.4,18.65,71245.2,"0.791556728232212"
807,10,2023-08-11 03:00:00,19.1,19,19.1,18.55,44509.95,-0.52356020942409
808,10,2023-08-14 03:00:00,19,19,19.5,18.5,45450,"0"
809,10,2023-08-15 03:00:00,19.1,18.85,19.25,17.45,81117.1,-0.789473684210518
810,10,2023-08-16 03:00:00,19.2,18.75,19.2,17.8,257805.59,-0.53050397877985
811,10,2023-08-17 03:00:00,18.4,18.4,18.8,18,320444.06,-1.86666666666667
812,10,2023-08-18 03:00:00,18.4,18.5,18.6,18,116406.9,"0.543478260869579"
813,10,2023-08-22 03:00:00,18.35,18.95,19.3,18.35,169128.7,2.43243243243243
814,10,2023-08-23 03:00:00,18.7,19.5,20,18.7,218569.75,2.9023746701847
815,10,2023-08-24 03:00:00,19.7,19,19.7,18.85,229913.34,-2.56410256410257
816,10,2023-08-25 03:00:00,19.3,19.2,19.35,18.8,80514.25,1.05263157894737
817,10,2023-08-28 03:00:00,19.4,19.45,20,19.1,172617.25,1.30208333333333
818,10,2023-08-29 03:00:00,19.75,19.8,20,19.35,179332.05,1.79948586118253
819,10,2023-08-30 03:00:00,20.3,20.2,20.45,19.8,295142.66,2.02020202020201
820,10,2023-08-31 03:00:00,20.45,20.1,20.5,19.9,155928.84,-0.495049504950484
821,10,2023-09-01 03:00:00,20,20.4,20.55,19.8,81286.25,1.49253731343282
822,10,2023-09-04 03:00:00,20.4,20.7,20.85,19.75,69957.35,1.47058823529411
823,10,2023-09-05 03:00:00,20.3,20.2,20.65,20,114619.5,-2.41545893719807
824,10,2023-09-06 03:00:00,20.05,19.45,20.15,19.25,150714.91,-3.71287128712872
825,10,2023-09-07 03:00:00,19.2,18.8,19.5,18.55,188353.75,-3.34190231362467
826,10,2023-09-08 03:00:00,18.9,19.15,19.7,18.8,267484.84,1.86170212765957
827,10,2023-09-11 03:00:00,19,19.2,19.35,18.5,98507,"0.261096605744138"
828,10,2023-09-12 03:00:00,18.9,18.8,19.1,18.5,385207.16,-2.08333333333333
829,10,2023-09-13 03:00:00,18.9,18.7,18.9,18.4,89323.65,-0.531914893617025
830,10,2023-09-14 03:00:00,18.8,18.95,18.95,18.35,384579.16,1.33689839572193
831,10,2023-09-15 03:00:00,19.1,18.85,19.1,18.5,82986.7,-0.527704485488112
832,10,2023-09-18 03:00:00,19.2,18.95,19.3,18.65,117836.85,"0.530503978779828"
833,10,2023-09-19 03:00:00,19.35,19.25,19.35,18.65,42061,1.58311345646438
834,10,2023-09-20 03:00:00,19.35,18.85,19.35,18.8,75639.95,-2.07792207792207
835,10,2023-09-21 03:00:00,18.9,18.85,19,18.55,29103.35,"0"
836,10,2023-09-22 03:00:00,19.25,18.75,19.25,18.6,62210.65,-0.53050397877985
837,10,2023-09-25 03:00:00,18.75,18.75,18.95,18.5,258800.34,"0"
838,10,2023-09-26 03:00:00,18.75,18.5,18.75,18.35,62367.9,-1.33333333333333
839,10,2023-09-27 03:00:00,18.4,18.2,18.7,18,221320.34,-1.62162162162163
840,10,2023-09-28 03:00:00,18.2,18.4,18.4,17.9,95734.4,1.09890109890109
841,10,2023-09-29 03:00:00,18.4,18,18.75,17.5,128292.7,-2.17391304347825
842,10,2023-10-02 03:00:00,18.85,18.4,18.9,18.2,124862,2.22222222222221
843,10,2023-10-03 03:00:00,18.5,18.05,18.9,17.85,95761.35,-1.90217391304347
844,10,2023-10-04 03:00:00,18.65,18.25,18.65,18,83557.95,1.10803324099722
845,10,2023-10-05 03:00:00,18.5,18.45,18.5,18,168160,1.0958904109589
846,10,2023-10-06 03:00:00,18.7,18.75,19,18.25,52915.75,1.62601626016261
847,10,2023-10-09 03:00:00,19,18.35,19.05,17.8,60690.2,-2.13333333333332
848,10,2023-10-10 03:00:00,18.9,18.7,19,18.05,162298.59,1.90735694822888
849,10,2023-10-11 03:00:00,18.95,18.7,18.95,18,219106.34,"0"
850,10,2023-10-12 03:00:00,18.85,18.9,19.2,18.45,84874.75,1.06951871657754
851,10,2023-10-17 03:00:00,18.9,18.9,19,17.95,93760.05,"0"
852,10,2023-10-18 03:00:00,18.8,18.45,18.8,18.25,74176.15,-2.38095238095237
853,10,2023-10-19 03:00:00,18.9,18.65,18.9,18.25,174588.91,1.08401084010841
854,10,2023-10-20 03:00:00,18.7,19.15,19.3,18.4,87764.6,2.68096514745308
855,10,2023-10-23 03:00:00,19,18.15,19,17.8,30791.6,-5.22193211488251
856,10,2023-10-24 03:00:00,17.95,17.8,18.5,17.6,56883.8,-1.92837465564737
857,10,2023-10-25 03:00:00,18.1,17.35,18.1,17.25,51537.35,-2.52808988764045
858,10,2023-10-26 03:00:00,17.35,17.25,17.4,16.7,22618.05,-0.576368876080702
859,10,2023-10-27 03:00:00,17,17.3,17.35,16.95,18183,"0.289855072463774"
860,10,2023-10-30 03:00:00,17.3,17.6,17.8,17.05,26182.1,1.73410404624277
861,10,2023-10-31 03:00:00,17.5,17.2,17.5,16.95,37276.7,-2.27272727272728
862,10,2023-11-01 03:00:00,17.95,17.7,17.95,17.25,13896.2,2.90697674418605
863,10,2023-11-02 03:00:00,18.25,18.1,18.25,17.8,173016.8,2.25988700564972
864,10,2023-11-03 03:00:00,18.3,18.05,18.3,17.6,110974.05,-0.276243093922657
865,10,2023-11-07 03:00:00,18.5,18.6,18.8,18.1,82160.15,3.04709141274238
866,10,2023-11-08 03:00:00,18.85,18.55,18.85,18.05,31978.05,-0.268817204301075
867,10,2023-11-09 03:00:00,18.7,18.5,18.7,18.1,83724.9,-0.269541778975746
868,10,2023-11-10 03:00:00,18.85,18.35,18.85,18.3,46912.55,-0.810810810810803
869,10,2023-11-13 03:00:00,18.9,18.6,18.9,18.1,42087.55,1.3623978201635
870,10,2023-11-14 03:00:00,18.95,18.9,19.1,18.6,48058.05,1.61290322580643
871,10,2023-11-15 03:00:00,18.9,18.95,19.2,18.65,41781.95,"0.264550264550278"
872,10,2023-11-16 03:00:00,19,19.3,19.35,18.8,176450.09,1.84696569920846
873,10,2023-11-17 03:00:00,19.45,19.35,19.5,18.8,238023.7,"0.259067357512954"
874,10,2023-11-21 03:00:00,19.5,18.85,19.7,18.5,37723.75,-2.58397932816538
875,10,2023-11-22 03:00:00,18.7,19.05,19.35,18.05,40349,1.06100795755968
876,10,2023-11-23 03:00:00,19.2,18.75,19.2,18,25158.35,-1.57480314960631
877,10,2023-11-24 03:00:00,19,18.75,19.1,18.4,62223.55,"0"
878,10,2023-11-27 03:00:00,19,18.95,19.2,18.1,99315.45,1.06666666666666
879,10,2023-11-28 03:00:00,18.95,18.8,19.1,18.45,96636.85,-0.791556728232179
880,10,2023-11-29 03:00:00,19.25,18.85,19.25,18.6,64086.25,"0.265957446808507"
881,10,2023-11-30 03:00:00,18.95,18.65,19.1,18.6,171770.05,-1.0610079575597
882,10,2023-12-01 03:00:00,18.65,19.05,19.2,18.65,71071.55,2.14477211796247
883,10,2023-12-04 03:00:00,19,18.65,19.25,18.05,87333.9,-2.09973753280841
884,10,2023-12-05 03:00:00,18.9,19.3,19.3,18.45,119269.25,3.48525469168901
885,10,2023-12-06 03:00:00,19.35,19.3,19.4,18.9,71527.85,"0"
886,10,2023-12-07 03:00:00,19.1,19.8,19.9,18.9,110095.4,2.59067357512954
887,10,2023-12-11 03:00:00,19.9,19.3,19.95,19,60319.45,-2.52525252525253
888,10,2023-12-12 03:00:00,19.35,19.4,19.45,18.9,55979.05,"0.518134715025886"
889,10,2023-12-13 03:00:00,19.5,19.65,20,19.05,121818.05,1.28865979381443
890,10,2023-12-14 03:00:00,19.7,19.8,20,19.1,311729.56,"0.763358778625967"
891,10,2023-12-15 03:00:00,19.8,19.7,20,19.1,144172.05,-0.505050505050508
892,10,2023-12-18 03:00:00,19.6,19.7,19.8,19.1,196160.7,"0"
893,10,2023-12-19 03:00:00,19.85,19.65,20,19,209110.45,-0.253807106598991
894,10,2023-12-20 03:00:00,19.9,19.55,19.9,19.1,154905.84,-0.508905852417296
895,10,2023-12-21 03:00:00,19.65,19.1,19.65,19,50193.15,-2.30179028132992
896,10,2023-12-22 03:00:00,19.1,19.2,19.55,19.1,126167.9,"0.523560209424079"
897,10,2023-12-26 03:00:00,19.3,18.7,19.75,18.6,83715.85,-2.60416666666666
898,10,2023-12-27 03:00:00,18.6,18.25,19,18,90539.8,-2.40641711229946
899,10,2023-12-28 03:00:00,18.45,19.5,20,17.8,100813.65,6.84931506849316
900,10,2023-12-29 03:00:00,19.5,19.15,19.75,18.9,42155.05,-1.7948717948718
901,10,2024-01-02 03:00:00,18.9,18.8,19.3,18.7,66824.55,-1.82767624020886
902,10,2024-01-03 03:00:00,19,18.8,19.15,18.25,81325.3,"0"
903,10,2024-01-04 03:00:00,18.8,18.95,19.05,18.2,97707.2,"0.797872340425521"
904,10,2024-01-05 03:00:00,19,18.8,19.25,18.6,201923.66,-0.791556728232179
905,10,2024-01-08 03:00:00,19.1,19.35,19.5,18.85,151354.09,2.92553191489362
906,10,2024-01-09 03:00:00,19.5,19.25,20,19.1,120224.45,-0.51679586563308
907,10,2024-01-10 03:00:00,19.75,19.5,19.75,19.1,115249.95,1.29870129870129
908,10,2024-01-11 03:00:00,19.7,19.1,19.7,19,131784.16,-2.05128205128204
909,10,2024-01-12 03:00:00,19.4,19.3,19.5,19.05,75013.05,1.04712041884816
910,10,2024-01-15 03:00:00,19.3,19.4,19.4,19.15,74513.1,"0.518134715025886"
911,10,2024-01-16 03:00:00,19.5,19.3,19.5,18.75,102403.5,-0.51546391752576
912,10,2024-01-17 03:00:00,19.5,19.1,19.5,18.85,194823.25,-1.03626943005181
913,10,2024-01-18 03:00:00,19.2,19.85,19.9,19.1,164317.25,3.92670157068062
914,10,2024-01-19 03:00:00,20,20.3,20.5,19.55,109034.7,2.26700251889169
915,10,2024-01-22 03:00:00,20.5,20.55,20.7,20.15,90388.8,1.23152709359606
916,10,2024-01-23 03:00:00,20.7,20.45,21,20.2,85111.65,-0.486618004866191
917,10,2024-01-24 03:00:00,10.25,10.45,10.9,10.2,84012.2,-48.8997555012225
918,10,2024-01-25 03:00:00,10.75,10.5,10.75,10.2,70122.8,"0.478468899521545"
919,10,2024-01-26 03:00:00,10.6,10.25,10.6,10.1,63859.6,-2.38095238095238
920,10,2024-01-29 03:00:00,10.25,10.15,10.4,9.95,150308.31,-0.975609756097562
921,10,2024-01-30 03:00:00,10.1,9.83,10.1,9.7,163045.06,-3.15270935960591
922,10,2024-01-31 03:00:00,9.83,9.81,10,9.65,76909.29,-0.203458799593081
923,10,2024-02-01 03:00:00,10,9.88,10.05,9.55,87497.03,"0.713557594291547"
924,10,2024-02-02 03:00:00,9.88,9.73,10,9.55,77421.18,-1.51821862348178
925,10,2024-02-05 03:00:00,9.85,10.1,10.1,9.66,105576.01,3.80267214799588
926,10,2024-02-06 03:00:00,10.15,10,10.2,9.8,78685.37,-0.990099009900991
927,10,2024-02-07 03:00:00,10.2,9.94,10.2,9.9,84055.07,-0.600000000000001
928,10,2024-02-08 03:00:00,10.2,10,10.2,9.9,112456.85,"0.603621730382309"
929,10,2024-02-09 03:00:00,10,10.1,10.15,9.9,85401.58,1
930,10,2024-02-14 03:00:00,9.95,9.74,10.2,9.6,119267.32,-3.56435643564356
931,10,2024-02-15 03:00:00,9.75,9.84,9.85,9.5,74870.63,1.02669404517453
932,10,2024-02-16 03:00:00,9.84,9.69,9.95,9.49,168212.66,-1.52439024390244
933,10,2024-02-19 03:00:00,9.88,9.49,9.88,9.22,70277.81,-2.06398348813209
934,10,2024-02-20 03:00:00,9.6,9.44,9.65,9.3,400774.34,-0.526870389884093
935,10,2024-02-21 03:00:00,9.54,9.39,9.62,9.2,144229.47,-0.529661016949146
936,10,2024-02-22 03:00:00,9.3,9.68,9.72,9.3,143941.31,3.08839190628327
937,10,2024-02-23 03:00:00,9.6,9.63,9.74,9.44,150970.67,-0.516528925619819
938,10,2024-02-26 03:00:00,9.68,9.53,9.75,9.35,86627.56,-1.03842159916928
939,10,2024-02-27 03:00:00,9.7,9.56,9.7,9.32,83061.67,"0.314795383001054"
940,10,2024-02-28 03:00:00,9.55,9.46,9.66,9.2,90892.47,-1.04602510460251
941,10,2024-02-29 03:00:00,9.55,9.4,9.55,9.24,104301.2,-0.634249471458781
942,10,2024-03-01 03:00:00,9.65,9.32,9.65,9,241923.3,-0.851063829787235
943,10,2024-03-04 03:00:00,9.62,9,9.62,8.8,136316.64,-3.43347639484979
944,10,2024-03-05 03:00:00,8.9,8.89,9,8.7,114282.32,-1.22222222222221
945,10,2024-03-06 03:00:00,8.89,8.77,8.99,8.63,158986.5,-1.34983127109113
946,10,2024-03-07 03:00:00,8.7,8.88,8.94,8.61,97728.87,1.25427594070697
947,10,2024-03-08 03:00:00,8.88,9.09,9.2,8.73,64836.34,2.36486486486485
948,10,2024-03-11 03:00:00,9.2,8.96,9.4,8.82,146035.3,-1.43014301430142
949,10,2024-03-12 03:00:00,8.82,9.07,9.14,8.81,175918.83,1.22767857142856
950,10,2024-03-13 03:00:00,9.08,8.97,9.08,8.81,69298.35,-1.10253583241455
951,10,2024-03-14 03:00:00,9,9.04,9.15,8.9,66679.28,"0.780379041248591"
952,10,2024-03-15 03:00:00,9.17,9.04,9.17,8.85,41449.31,"0"
953,10,2024-03-18 03:00:00,9.46,9.23,9.46,9.12,112934.21,2.10176991150444
954,10,2024-03-19 03:00:00,9.36,9.39,9.4,9.08,78596.65,1.73347778981583
955,10,2024-03-20 03:00:00,9.35,9.45,9.45,9.12,173935.44,"0.638977635782734"
956,10,2024-03-21 03:00:00,9.47,9.17,9.47,9.05,117491.65,-2.96296296296296
957,10,2024-03-22 03:00:00,9.2,9.17,9.25,9.03,50406.61,"0"
958,10,2024-03-25 03:00:00,9.16,9.2,9.29,8.9,80031.51,"0.327153762268262"
959,10,2024-03-26 03:00:00,9.2,9.11,9.21,9,338419.06,-0.978260869565217
960,10,2024-03-27 03:00:00,9.15,9.26,9.4,9.06,87236.47,1.64654226125138
961,10,2024-04-03 03:00:00,9.17,9.11,9.25,8.95,66881.97,-1.61987041036717
962,10,2024-04-04 03:00:00,9.19,9,9.2,8.95,153506.02,-1.20746432491766
