id_cotizacion,id_empresa,fecha,precio_apertura,precio_cierre,precio_max,precio_min,volumen_operado,variacion_porcentaje
1793,12,2023-02-08 03:00:00,12.7,12.4,12.85,12.2,201554.3,"0"
1794,12,2023-02-09 03:00:00,12.25,12.55,12.6,12.2,46277.15,1.20967741935485
1795,12,2023-02-10 03:00:00,12.35,12.5,12.5,12.25,101038.35,-0.398406374502003
1796,12,2023-02-13 03:00:00,12.5,12.6,12.6,12.35,115905.25,"0.800000000000001"
1797,12,2023-02-14 03:00:00,12.55,12.4,12.65,12.3,134147.05,-1.58730158730158
1798,12,2023-02-15 03:00:00,12.5,12.35,12.5,12.2,141139.2,-0.403225806451624
1799,12,2023-02-16 03:00:00,12.35,12.45,12.45,12.2,32564.2,"0.809716599190291"
1800,12,2023-02-17 03:00:00,12.45,12.6,12.6,12.2,71787.95,1.20481927710843
1801,12,2023-02-22 03:00:00,12.65,12.55,12.65,12.25,55632.45,-0.396825396825384
1802,12,2023-02-23 03:00:00,12.5,12.55,12.55,12.25,76864.65,"0"
1803,12,2023-02-24 03:00:00,12.6,12.3,12.6,12.2,44553.7,-1.99203187250996
1804,12,2023-02-27 03:00:00,12.3,12.3,12.6,12.2,31846.95,"0"
1805,12,2023-02-28 03:00:00,12.3,12.25,12.55,12.1,54089.15,-0.406504065040658
1806,12,2023-03-01 03:00:00,12.4,12,12.4,12,155018.84,-2.04081632653061
1807,12,2023-03-02 03:00:00,12.25,12.3,12.35,11.6,104812.95,2.50000000000001
1808,12,2023-03-03 03:00:00,12.5,12.2,12.65,12.05,375042.94,-0.813008130081316
1809,12,2023-03-06 03:00:00,12.3,12.35,12.35,12.1,200431.8,1.22950819672132
1810,12,2023-03-07 03:00:00,12.35,12.4,12.45,12.25,256248.45,"0.404858299595157"
1811,12,2023-03-08 03:00:00,12.05,12.35,12.65,12.05,97036.7,-0.403225806451624
1812,12,2023-03-09 03:00:00,12.65,12.35,12.65,12.25,30167.85,"0"
1813,12,2023-03-10 03:00:00,12.45,12.4,12.45,12.15,159093.16,"0.404858299595157"
1814,12,2023-03-13 03:00:00,12.55,12.55,12.6,12.4,177420.66,1.20967741935485
1815,12,2023-03-14 03:00:00,12.5,12.4,12.6,12,181934.41,-1.19521912350598
1816,12,2023-03-15 03:00:00,12.4,12.65,12.65,12.2,29057.15,2.01612903225807
1817,12,2023-03-16 03:00:00,12.65,12.5,12.65,12.3,104677.95,-1.18577075098815
1818,12,2023-03-17 03:00:00,12.25,12.6,12.7,12.25,17057.2,"0.800000000000001"
1819,12,2023-03-20 03:00:00,12.65,12.6,12.65,12.3,45303.45,"0"
1820,12,2023-03-21 03:00:00,12.6,12.45,12.6,12.35,64066,-1.1904761904762
1821,12,2023-03-22 03:00:00,12.65,12.5,12.7,12.4,125546.65,"0.401606425702816"
1822,12,2023-03-23 03:00:00,12.7,12.4,13,12.35,164993.16,-0.800000000000001
1823,12,2023-03-27 03:00:00,13,12.95,13,12.55,172478.34,4.43548387096773
1824,12,2023-03-28 03:00:00,12.9,12.7,13.05,12.6,224695.3,-1.93050193050193
1825,12,2023-03-29 03:00:00,12.6,12.85,12.95,12.6,486195.44,1.18110236220472
1826,12,2023-03-30 03:00:00,12.85,12.8,12.95,12.6,263798,-0.389105058365746
1827,12,2023-03-31 03:00:00,12.65,12.8,12.95,12.6,215372.5,"0"
1828,12,2023-04-03 03:00:00,12.95,12.9,12.95,12.65,143448.59,"0.78125"
1829,12,2023-04-04 03:00:00,13.05,12.7,13.05,12.7,110456.1,-1.55038759689923
1830,12,2023-04-05 03:00:00,12.75,13,13,12.75,181375.2,2.36220472440944
1831,12,2023-04-10 03:00:00,13,13.05,13.05,12.65,280430.5,"0.384615384615383"
1832,12,2023-04-11 03:00:00,13.05,12.85,13.05,12.7,149191.91,-1.53256704980844
1833,12,2023-04-12 03:00:00,13,12.9,13.05,12.8,83641.25,"0.389105058365757"
1834,12,2023-04-13 03:00:00,13,13,13.05,12.7,155935.75,"0.775193798449614"
1835,12,2023-04-14 03:00:00,13.05,13,13.1,12.9,70407.15,"0"
1836,12,2023-04-17 03:00:00,13.1,13.15,13.2,12.9,103864,1.15384615384615
1837,12,2023-04-18 03:00:00,13.15,13.4,13.4,13,106364.2,1.90114068441065
1838,12,2023-04-19 03:00:00,13.25,13.2,13.35,13.05,148013.8,-1.49253731343284
1839,12,2023-04-20 03:00:00,13.3,13.3,13.45,12.95,484945.59,"0.757575757575779"
1840,12,2023-04-21 03:00:00,13.45,13.35,13.5,13.1,315100.84,"0.375939849624052"
1841,12,2023-04-24 03:00:00,13.25,13.2,13.5,13,345251.09,-1.12359550561798
1842,12,2023-04-25 03:00:00,13.25,13.3,13.35,13,99452.3,"0.757575757575779"
1843,12,2023-04-26 03:00:00,13.45,13.4,13.45,12.8,111483.15,"0.751879699248126"
1844,12,2023-04-27 03:00:00,13.35,13.3,13.35,12.8,120017.85,-0.74626865671642
1845,12,2023-04-28 03:00:00,13.3,13.3,13.45,13,94196.6,"0"
1846,12,2023-05-02 03:00:00,13.45,13.3,13.6,13,121882.9,"0"
1847,12,2023-05-03 03:00:00,13.5,13.3,13.7,13.05,149391.55,"0"
1848,12,2023-05-04 03:00:00,13.35,13.1,13.35,13,61191.95,-1.50375939849625
1849,12,2023-05-05 03:00:00,13.1,13.35,13.4,12.9,84226.05,1.90839694656488
1850,12,2023-05-08 03:00:00,13.5,13.25,13.7,13.05,226809.84,-0.749063670411987
1851,12,2023-05-09 03:00:00,13.5,13.15,13.6,13.1,111957.05,-0.754716981132075
1852,12,2023-05-10 03:00:00,13.4,13.35,13.45,12.95,102559.35,1.52091254752851
1853,12,2023-05-11 03:00:00,13.4,13.3,13.5,12.95,146192.25,-0.374531835205982
1854,12,2023-05-12 03:00:00,13.15,13.5,13.5,13.1,57638.95,1.50375939849623
1855,12,2023-05-15 03:00:00,13.5,13.35,13.55,13.15,121261.8,-1.11111111111112
1856,12,2023-05-16 03:00:00,13.4,13.5,13.5,12.9,86588.45,1.12359550561798
1857,12,2023-05-17 03:00:00,13.45,13.3,13.45,13,443577.44,-1.48148148148147
1858,12,2023-05-18 03:00:00,13.3,13.2,13.4,12.95,260472.66,-0.751879699248126
1859,12,2023-05-19 03:00:00,13.3,13.2,13.3,12.9,101618.05,"0"
1860,12,2023-05-22 03:00:00,13.25,12.9,13.25,12.85,128379.2,-2.27272727272726
1861,12,2023-05-23 03:00:00,13,12.85,13.3,12.85,107549.65,-0.387596899224807
1862,12,2023-05-24 03:00:00,13.15,12.8,13.15,12.65,77759.85,-0.389105058365746
1863,12,2023-05-29 03:00:00,13.25,13,13.4,12.5,10502.95,1.5625
1864,12,2023-05-30 03:00:00,12.95,12.75,12.95,12.45,44744.25,-1.92307692307693
1865,12,2023-05-31 03:00:00,12.95,12.95,12.95,12.35,65732.55,1.56862745098039
1866,12,2023-06-01 03:00:00,12.8,12.6,12.95,12.45,118684.35,-2.7027027027027
1867,12,2023-06-02 03:00:00,12.95,12.85,12.95,12.65,224198.8,1.98412698412698
1868,12,2023-06-05 03:00:00,12.95,12.85,13,12.6,125974.1,"0"
1869,12,2023-06-06 03:00:00,12.8,12.75,12.9,12.4,292407.09,-0.778210116731515
1870,12,2023-06-07 03:00:00,12.9,12.7,12.9,12.35,353474.81,-0.392156862745108
1871,12,2023-06-08 03:00:00,12.85,12.5,12.85,12.45,186533.66,-1.5748031496063
1872,12,2023-06-09 03:00:00,12.9,12.6,12.95,12.45,169436.66,"0.800000000000001"
1873,12,2023-06-12 03:00:00,12.6,12.7,12.9,12.5,163951.91,"0.793650793650791"
1874,12,2023-06-13 03:00:00,12.9,12.75,12.9,12.5,154905.09,"0.393700787401574"
1875,12,2023-06-14 03:00:00,12.55,12.75,12.85,12.55,110684.25,"0"
1876,12,2023-06-15 03:00:00,12.65,12.85,12.85,12.6,131882.55,"0.784313725490193"
1877,12,2023-06-16 03:00:00,13,13.05,13.2,12.8,98493.85,1.55642023346305
1878,12,2023-06-21 03:00:00,13.05,12.8,13.15,12.8,694082.44,-1.91570881226054
1879,12,2023-06-22 03:00:00,13.1,13.1,13.1,12.85,432900.5,2.34375
1880,12,2023-06-23 03:00:00,13.1,13,13.1,12.9,385108.09,-0.763358778625955
1881,12,2023-06-26 03:00:00,13.1,12.8,13.25,12.55,53823.95,-1.53846153846153
1882,12,2023-06-27 03:00:00,13,12.75,13,12.7,861805.75,-0.390625
1883,12,2023-06-28 03:00:00,12.95,12.75,12.95,12.65,146013.41,"0"
1884,12,2023-06-29 03:00:00,12.75,12.65,12.85,12.55,143379.84,-0.784313725490193
1885,12,2023-06-30 03:00:00,12.8,12.85,12.9,12.55,297708.56,1.58102766798418
1886,12,2023-07-03 03:00:00,12.95,12.85,13.15,12.5,43651.9,"0"
1887,12,2023-07-04 03:00:00,12.9,12.7,13.05,12.6,77513.3,-1.16731517509728
1888,12,2023-07-05 03:00:00,12.95,12.75,13,12.65,385995.44,"0.393700787401574"
1889,12,2023-07-06 03:00:00,12.9,12.75,12.95,12.55,107346.65,"0"
1890,12,2023-07-07 03:00:00,12.8,12.6,12.8,12.55,215267.8,-1.1764705882353
1891,12,2023-07-10 03:00:00,12.85,12.65,12.85,12.55,83079.2,"0.396825396825395"
1892,12,2023-07-11 03:00:00,12.8,12.5,12.8,12.35,154885.25,-1.18577075098815
1893,12,2023-07-12 03:00:00,12.6,12.6,13,12.5,140373.05,"0.800000000000001"
1894,12,2023-07-13 03:00:00,12.85,12.6,12.9,12.5,326673.56,"0"
1895,12,2023-07-14 03:00:00,12.85,13,13.1,12.65,114439.9,3.17460317460319
1896,12,2023-07-17 03:00:00,13.15,13.1,13.4,12.8,147960.45,"0.769230769230766"
1897,12,2023-07-18 03:00:00,13.15,12.9,13.35,12.8,193140.91,-1.5267175572519
1898,12,2023-07-19 03:00:00,13.3,13.15,13.3,12.9,181361.55,1.93798449612403
1899,12,2023-07-20 03:00:00,13.3,13.3,13.35,13,186765.59,1.14068441064639
1900,12,2023-07-21 03:00:00,13.4,13.35,13.6,13.15,258687.45,"0.375939849624052"
1901,12,2023-07-24 03:00:00,13.4,13.2,13.55,13.15,103688.35,-1.12359550561798
1902,12,2023-07-25 03:00:00,13.3,13.25,13.45,13.05,111585.05,"0.378787878787889"
1903,12,2023-07-26 03:00:00,13.25,13.35,13.3,13.05,164961.2,"0.754716981132075"
1904,12,2023-07-27 03:00:00,13.35,13.25,13.35,13,170502.66,-0.749063670411987
1905,12,2023-07-28 03:00:00,13.25,13.2,13.3,13,77775.55,-0.377358490566038
1906,12,2023-07-31 03:00:00,13.1,12.95,13.55,12.95,104529.4,-1.89393939393939
1907,12,2023-08-01 03:00:00,13.35,13.15,13.35,13,297686.94,1.54440154440156
1908,12,2023-08-02 03:00:00,13.25,13.3,13.4,13.1,132473.66,1.14068441064639
1909,12,2023-08-03 03:00:00,13.35,13.05,13.35,12.4,519237.69,-1.8796992481203
1910,12,2023-08-04 03:00:00,13.45,13.05,13.45,12.75,247740.7,"0"
1911,12,2023-08-07 03:00:00,13.25,13,13.25,12.7,135213.34,-0.383141762452111
1912,12,2023-08-08 03:00:00,13.1,12.85,13.2,12.8,182212.75,-1.15384615384616
1913,12,2023-08-09 03:00:00,13.15,12.85,13.15,12.8,134077.8,"0"
1914,12,2023-08-10 03:00:00,13.25,13,13.25,12.8,346532.5,1.16731517509727
1915,12,2023-08-11 03:00:00,13.1,13,13.1,12.75,221575.95,"0"
1916,12,2023-08-14 03:00:00,13,12.65,13.4,12.45,226484.05,-2.69230769230769
1917,12,2023-08-15 03:00:00,12.95,12.75,13,12.35,302828.59,"0.79051383399209"
1918,12,2023-08-16 03:00:00,13.15,12.8,13.15,12.4,310142.91,"0.392156862745097"
1919,12,2023-08-17 03:00:00,13.1,13,13.4,12.6,223320.95,1.5625
1920,12,2023-08-18 03:00:00,13.05,12.9,13.05,12.75,265054.56,-0.769230769230766
1921,12,2023-08-22 03:00:00,13.05,12.8,13.05,12.65,101016.2,-0.775193798449614
1922,12,2023-08-23 03:00:00,12.9,12.9,13.2,12.65,178757.05,"0.78125"
1923,12,2023-08-24 03:00:00,12.9,12.75,13,12.75,183874.59,-1.16279069767442
1924,12,2023-08-25 03:00:00,13,12.85,13.1,12.6,142484.59,"0.784313725490193"
1925,12,2023-08-28 03:00:00,13.1,13.2,13.5,12.85,285432.44,2.7237354085603
1926,12,2023-08-29 03:00:00,13.25,12.9,13.45,12.75,291647.75,-2.27272727272726
1927,12,2023-08-30 03:00:00,13.15,12.95,13.15,12.75,280649.5,"0.387596899224807"
1928,12,2023-08-31 03:00:00,13.4,12.65,13.4,12.6,164485.66,-2.31660231660231
1929,12,2023-09-01 03:00:00,13,12.95,13.6,12.5,166349.09,2.37154150197627
1930,12,2023-09-04 03:00:00,12.95,13,13.45,12.65,45797.85,"0.386100386100385"
1931,12,2023-09-05 03:00:00,12.85,12.55,12.85,12.5,137581.05,-3.46153846153846
1932,12,2023-09-06 03:00:00,12.55,12.35,12.75,12.3,287704.31,-1.59362549800798
1933,12,2023-09-07 03:00:00,12.6,12.4,12.6,12.25,397408.75,"0.404858299595157"
1934,12,2023-09-08 03:00:00,12.6,12.4,12.8,12.15,134885.55,"0"
1935,12,2023-09-11 03:00:00,12.8,12.55,12.8,12.05,308215.44,1.20967741935485
1936,12,2023-09-12 03:00:00,12.7,12.5,12.75,12.3,107052.15,-0.398406374502003
1937,12,2023-09-13 03:00:00,12.7,12.5,12.7,12.3,244576.5,"0"
1938,12,2023-09-14 03:00:00,12.75,12.5,12.75,12.3,149147.34,"0"
1939,12,2023-09-15 03:00:00,12.6,12.5,12.6,12.35,291628.94,"0"
1940,12,2023-09-18 03:00:00,12.6,12.6,12.6,12.15,119080.05,"0.800000000000001"
1941,12,2023-09-19 03:00:00,12.6,12.5,12.6,12.25,204979,-0.793650793650791
1942,12,2023-09-20 03:00:00,12.55,12.6,12.7,12.3,163312.3,"0.800000000000001"
1943,12,2023-09-21 03:00:00,12.6,12.4,12.65,12.25,149701.41,-1.58730158730158
1944,12,2023-09-22 03:00:00,12.4,12.3,12.65,12.2,71227.4,-0.806451612903225
1945,12,2023-09-25 03:00:00,12.5,12.2,12.5,12.05,189472.16,-0.813008130081316
1946,12,2023-09-26 03:00:00,12.45,11.9,12.5,11.85,449095.5,-2.45901639344261
1947,12,2023-09-27 03:00:00,12.1,11.85,12.45,11.8,234558.5,-0.4201680672269
1948,12,2023-09-28 03:00:00,12.1,12.05,12.2,11.85,154507.59,1.68776371308017
1949,12,2023-09-29 03:00:00,12.35,11.95,12.35,11.85,91947.05,-0.829875518672207
1950,12,2023-10-02 03:00:00,11.95,11.75,12.05,11.45,304894.44,-1.67364016736401
1951,12,2023-10-03 03:00:00,12,11.55,12.1,11.4,218676.41,-1.70212765957446
1952,12,2023-10-04 03:00:00,11.9,11.8,11.9,11.3,209820.45,2.16450216450217
1953,12,2023-10-05 03:00:00,11.7,11.1,11.7,10.85,262280.59,-5.93220338983051
1954,12,2023-10-06 03:00:00,11.3,11.2,11.3,10.95,153716.3,"0.900900900900892"
1955,12,2023-10-09 03:00:00,11.5,11,11.5,10.7,276559.25,-1.78571428571428
1956,12,2023-10-10 03:00:00,11,11.3,11.75,11,293697.09,2.72727272727273
1957,12,2023-10-11 03:00:00,11.4,11.15,11.5,10.75,218074.16,-1.32743362831859
1958,12,2023-10-12 03:00:00,11.2,11.25,11.45,10.9,145992.91,"0.896860986547088"
1959,12,2023-10-17 03:00:00,11.35,11.45,12,11.1,308102.25,1.77777777777777
1960,12,2023-10-18 03:00:00,11.55,11.25,11.55,11,372492.75,-1.74672489082969
1961,12,2023-10-19 03:00:00,11.45,11.7,11.75,10.5,319926.56,4
1962,12,2023-10-20 03:00:00,11.9,11.8,12.3,11.25,250296.91,"0.854700854700874"
1963,12,2023-10-23 03:00:00,11.75,11.4,11.75,10.75,167523.16,-3.38983050847458
1964,12,2023-10-24 03:00:00,11.6,11.5,11.75,11.45,138870,"0.877192982456143"
1965,12,2023-10-25 03:00:00,11.5,11.35,11.7,11.3,92021.95,-1.30434782608696
1966,12,2023-10-26 03:00:00,11.75,11.55,11.75,11.35,210186.16,1.76211453744495
1967,12,2023-10-27 03:00:00,11.75,11.35,11.75,11.2,268546.66,-1.73160173160174
1968,12,2023-10-30 03:00:00,11.5,11.4,11.6,11.2,221414.91,"0.440528634361237"
1969,12,2023-10-31 03:00:00,11.7,11.5,11.7,11,148413.05,"0.877192982456143"
1970,12,2023-11-01 03:00:00,11.55,11.65,11.75,11.2,280801.84,1.30434782608695
1971,12,2023-11-02 03:00:00,11.75,11.55,11.8,11.5,403998.44,-0.858369098712441
1972,12,2023-11-03 03:00:00,11.65,11.6,11.7,11.5,198084.8,"0.432900432900429"
1973,12,2023-11-07 03:00:00,11.75,11.65,12.25,11.45,317119.59,"0.43103448275863"
1974,12,2023-11-08 03:00:00,11.8,11.6,11.8,11.45,163762,-0.429184549356232
1975,12,2023-11-09 03:00:00,11.7,11.55,11.7,11.3,188473.95,-0.431034482758608
1976,12,2023-11-10 03:00:00,11.5,11.45,11.6,11.15,230437.41,-0.865800865800881
1977,12,2023-11-13 03:00:00,11.45,11.4,11.65,11.1,238695.55,-0.436681222707413
1978,12,2023-11-14 03:00:00,11.7,11.6,11.7,11.4,288065.16,1.75438596491226
1979,12,2023-11-15 03:00:00,11.7,11.55,11.7,11.45,376106.44,-0.431034482758608
1980,12,2023-11-16 03:00:00,11.65,11.6,11.65,11.4,200217.25,"0.432900432900429"
1981,12,2023-11-17 03:00:00,11.6,11.65,11.75,11.3,177779.84,"0.43103448275863"
1982,12,2023-11-21 03:00:00,11.7,11.55,11.8,11,218952.95,-0.858369098712441
1983,12,2023-11-22 03:00:00,11.7,11.75,11.8,11.15,251727.3,1.73160173160172
1984,12,2023-11-23 03:00:00,11.7,11.25,11.9,11.1,113044.4,-4.25531914893616
1985,12,2023-11-24 03:00:00,11.25,11.65,11.75,11.25,638352.81,3.55555555555556
1986,12,2023-11-27 03:00:00,11.7,11.7,11.8,11.2,496258.44,"0.42918454935621"
1987,12,2023-11-28 03:00:00,11.75,11.95,12,11.4,601529.88,2.13675213675213
1988,12,2023-11-29 03:00:00,11.95,11.8,12,11.55,486420.25,-1.255230125523
1989,12,2023-11-30 03:00:00,11.6,11.55,12,11.4,552495.44,-2.1186440677966
1990,12,2023-12-01 03:00:00,11.35,11.6,11.75,11.35,402934.59,"0.432900432900429"
1991,12,2023-12-04 03:00:00,11.7,11.65,11.85,11.5,242903,"0.43103448275863"
1992,12,2023-12-05 03:00:00,11.65,11.7,11.8,11.55,607917.06,"0.42918454935621"
1993,12,2023-12-06 03:00:00,11.7,11.7,11.8,11.5,265234.16,"0"
1994,12,2023-12-07 03:00:00,11.7,11.9,12.4,11.35,238676.3,1.70940170940173
1995,12,2023-12-11 03:00:00,11.9,11.75,11.9,11.5,564235.69,-1.26050420168068
1996,12,2023-12-12 03:00:00,11.8,11.9,12,11.65,356296.66,1.27659574468086
1997,12,2023-12-13 03:00:00,12,12.15,12.2,11.7,379295.84,2.10084033613445
1998,12,2023-12-14 03:00:00,12.2,11.9,12.2,11.4,467186,-2.05761316872428
1999,12,2023-12-15 03:00:00,12,11.75,12,11.55,413122.31,-1.26050420168068
2000,12,2023-12-18 03:00:00,11.7,11.7,11.9,11.6,799361.75,-0.425531914893618
2001,12,2023-12-19 03:00:00,11.95,11.7,11.95,11.65,401733.44,"0"
2002,12,2023-12-20 03:00:00,11.95,11.6,11.95,11.5,527872,-0.854700854700852
2003,12,2023-12-21 03:00:00,11.65,11.4,11.75,11.35,581644.19,-1.72413793103448
2004,12,2023-12-22 03:00:00,11.4,11.55,11.55,11.35,394803,1.3157894736842
2005,12,2023-12-26 03:00:00,11.65,11.4,11.65,11.15,268187.16,-1.2987012987013
2006,12,2023-12-27 03:00:00,11.4,11,11.5,10.95,321083.69,-3.50877192982456
2007,12,2023-12-28 03:00:00,11,11.55,11.7,11,125879.75,5
2008,12,2023-12-29 03:00:00,11.8,11.8,12,11.5,192348,2.16450216450217
2009,12,2024-01-02 03:00:00,11.8,12.15,12.25,11.65,313095.56,2.96610169491525
2010,12,2024-01-03 03:00:00,12.15,12.2,12.35,11.9,290101.81,"0.411522633744843"
2011,12,2024-01-04 03:00:00,12.3,12.45,12.5,12.05,325877.25,2.04918032786885
2012,12,2024-01-05 03:00:00,12.45,12.45,12.65,12.25,296636.66,"0"
2013,12,2024-01-08 03:00:00,12.45,12.45,12.7,12.2,329810.41,"0"
2014,12,2024-01-09 03:00:00,12.45,12.3,12.75,12.25,317682.44,-1.20481927710843
2015,12,2024-01-10 03:00:00,12.55,12.6,12.65,12.35,291404.56,2.4390243902439
2016,12,2024-01-11 03:00:00,12.6,12.25,12.6,12.25,133360.55,-2.77777777777778
2017,12,2024-01-12 03:00:00,12.25,12.5,12.55,12.1,248674.5,2.04081632653061
2018,12,2024-01-15 03:00:00,12.5,12.65,12.75,12.35,111189.05,1.2
2019,12,2024-01-16 03:00:00,12.8,12.55,12.8,12.35,269818.16,-0.79051383399209
2020,12,2024-01-17 03:00:00,12.65,12.5,12.65,12.25,290583.44,-0.398406374502003
2021,12,2024-01-18 03:00:00,12.6,12.75,12.85,12.35,254960.16,2
2022,12,2024-01-19 03:00:00,12.75,12.65,12.75,12.4,186622.09,-0.784313725490193
2023,12,2024-01-22 03:00:00,12.85,12.65,12.85,12.4,198367.55,"0"
2024,12,2024-01-23 03:00:00,12.7,12.6,12.7,12.45,187753,-0.395256916996056
2025,12,2024-01-24 03:00:00,12.6,12.5,12.65,12.4,111176.95,-0.793650793650791
2026,12,2024-01-25 03:00:00,12.5,12.5,12.6,12.4,212314.16,"0"
2027,12,2024-01-26 03:00:00,12.3,12.45,12.55,12.25,300363.5,-0.4
2028,12,2024-01-29 03:00:00,12.45,12.55,12.55,12.3,132550.5,"0.803212851405632"
2029,12,2024-01-30 03:00:00,12.75,12.7,12.75,12.3,200993.45,1.19521912350598
2030,12,2024-01-31 03:00:00,12.7,12.6,12.8,12.5,106189.55,-0.787401574803148
2031,12,2024-02-01 03:00:00,12.7,12.85,12.85,12.4,302544.09,1.98412698412698
2032,12,2024-02-02 03:00:00,12.7,12.65,12.8,12.5,194621.2,-1.55642023346303
2033,12,2024-02-05 03:00:00,12.8,12.7,12.8,12.5,288631.75,"0.395256916996045"
2034,12,2024-02-06 03:00:00,12.5,12.65,12.75,12.45,278008.66,-0.393700787401563
2035,12,2024-02-07 03:00:00,12.5,12.75,12.85,12.45,237693.05,"0.79051383399209"
2036,12,2024-02-08 03:00:00,12.7,12.6,12.75,12.5,127398,-1.1764705882353
2037,12,2024-02-09 03:00:00,12.55,12.6,12.65,12.4,178500.59,"0"
2038,12,2024-02-14 03:00:00,12.7,12.45,12.75,12.25,217781.09,-1.1904761904762
2039,12,2024-02-15 03:00:00,12.35,12.5,12.6,12.35,164521.25,"0.401606425702816"
2040,12,2024-02-16 03:00:00,12.5,12.65,12.7,12.35,182861.2,1.2
2041,12,2024-02-19 03:00:00,12.6,12.45,12.65,12.25,87985.7,-1.5810276679842
2042,12,2024-02-20 03:00:00,12.4,12.65,12.75,12.35,636972.62,1.60642570281124
2043,12,2024-02-21 03:00:00,12.7,12.8,12.8,12.6,218972.09,1.18577075098814
2044,12,2024-02-22 03:00:00,12.85,12.8,12.85,12.25,324701.81,"0"
2045,12,2024-02-23 03:00:00,12.8,12.85,12.9,12.6,386591.56,"0.390625"
2046,12,2024-02-26 03:00:00,12.9,12.75,12.9,12.45,229488.09,-0.778210116731515
2047,12,2024-02-27 03:00:00,12.75,12.55,12.75,12.5,190147.45,-1.56862745098039
2048,12,2024-02-28 03:00:00,12.6,12.55,12.65,12.4,187921.05,"0"
2049,12,2024-02-29 03:00:00,12.55,12.45,12.6,12.4,215999.05,-0.796812749003994
2050,12,2024-03-01 03:00:00,12.45,12.4,12.6,12.25,245645.75,-0.401606425702805
2051,12,2024-03-04 03:00:00,12.45,12.3,12.45,12.15,231604.41,-0.806451612903225
2052,12,2024-03-05 03:00:00,12.4,12.25,12.45,12.25,246038.59,-0.406504065040658
2053,12,2024-03-06 03:00:00,12.35,12.3,12.4,12.2,386766.94,"0.408163265306127"
2054,12,2024-03-07 03:00:00,12.2,12.3,12.4,12.15,167688.5,"0"
2055,12,2024-03-08 03:00:00,12.3,12.35,12.4,12.15,209389.66,"0.406504065040636"
2056,12,2024-03-11 03:00:00,12.55,12.5,12.55,12.25,346481.5,1.21457489878543
2057,12,2024-03-12 03:00:00,12.4,12.6,12.65,12.4,970512.62,"0.800000000000001"
2058,12,2024-03-13 03:00:00,12.75,12.7,12.75,12.55,184850.8,"0.793650793650791"
2059,12,2024-03-14 03:00:00,12.8,12.65,12.8,12.5,275707.66,-0.393700787401563
2060,12,2024-03-15 03:00:00,12.55,12.5,12.7,12.35,417866.31,-1.18577075098815
2061,12,2024-03-18 03:00:00,12.7,12.7,12.8,12.4,520399.44,1.6
2062,12,2024-03-19 03:00:00,12.65,12.8,12.85,12.55,199960.41,"0.78740157480317"
2063,12,2024-03-20 03:00:00,12.75,12.85,12.9,12.6,290835.94,"0.390625"
2064,12,2024-03-21 03:00:00,12.85,12.85,12.95,12.7,230057.59,"0"
2065,12,2024-03-22 03:00:00,12.7,12.8,12.95,12.7,103908.4,-0.389105058365746
2066,12,2024-03-25 03:00:00,12.75,12.8,12.95,12.7,384715.59,"0"
2067,12,2024-03-26 03:00:00,12.9,12.95,13,12.75,238463.16,1.17187499999998
2068,12,2024-03-27 03:00:00,13,13,13.1,12.9,297007.75,"0.386100386100385"
2069,12,2024-04-03 03:00:00,12.95,12.8,12.95,12.7,743491.12,-1.53846153846153
2070,12,2024-04-04 03:00:00,12.8,12.7,13.05,12.5,458420.44,-0.781250000000011
2071,12,2024-04-05 03:00:00,12.85,12.65,12.85,12.35,210545.8,-0.393700787401563
2072,12,2024-04-08 03:00:00,12.7,12.55,12.7,12.35,370608.16,-0.79051383399209
2073,12,2024-04-09 03:00:00,12.65,12.55,12.65,12.35,1028869.69,"0"
2074,12,2024-04-10 03:00:00,12.5,12.35,12.5,12.25,233540.05,-1.59362549800798
2075,12,2024-04-11 03:00:00,12.3,12.45,12.6,12.2,319911.16,"0.809716599190291"
2076,12,2024-04-12 03:00:00,12.25,12.2,12.65,12.15,153928.66,-2.00803212851406
2077,12,2024-04-15 03:00:00,12.25,12.2,12.35,12.05,190981.8,"0"
2078,12,2024-04-16 03:00:00,12.25,12.1,12.25,12,184561.41,-0.819672131147542
2079,12,2024-04-17 03:00:00,12,12.2,12.6,11.95,267949.41,"0.826446280991733"
2080,12,2024-04-18 03:00:00,12.05,12.3,12.4,12.05,205317.84,"0.819672131147553"
2081,12,2024-04-19 03:00:00,12.35,12.6,12.6,12.2,297510.91,2.4390243902439
2082,12,2024-04-22 03:00:00,12.6,12.7,12.7,12.45,357734.34,"0.793650793650791"
2083,12,2024-04-23 03:00:00,12.55,12.75,12.75,12.45,181222.25,"0.393700787401574"
2084,12,2024-04-24 03:00:00,12.7,12.85,13,12.55,421315.91,"0.784313725490193"
2085,12,2024-04-25 03:00:00,12.8,12.95,12.95,12.8,508382,"0.778210116731515"
2086,12,2024-04-26 03:00:00,12.95,13,13,12.8,324323,"0.386100386100385"
2087,12,2024-04-29 03:00:00,13,13.05,13.05,12.85,393163.25,"0.384615384615383"
2088,12,2024-04-30 03:00:00,13,13.05,13.2,12.9,356390.06,"0"
2089,12,2024-05-02 03:00:00,13.05,13.05,13.1,12.95,270214.16,"0"
2090,12,2024-05-03 03:00:00,13.05,13.1,13.25,12.8,133199.91,"0.383141762452088"
2091,12,2024-05-06 03:00:00,13.1,13.05,13.3,12.9,63046.9,-0.381679389312972
