nombre_empresa,fecha_cotizacion,variacion_total_cotizacion,total_noticias_negativas,suma_score_sentimiento_negativas,total_noticias_positivas,suma_score_sentimiento_positivas
DESPD,2025-03-06 03:00:00,-0.15,132,-59.4106,104,49.82
DESPD,2025-03-07 03:00:00,"0.15",124,-62.3733,102,44.9104
DESPD,2025-03-10 03:00:00,"0.00",116,-57.8224,75,31.205
DESPD,2025-03-11 03:00:00,-0.05,140,-69.7194,104,45.7315
DESPD,2025-03-12 03:00:00,"0.15",118,-53.276,97,42.7769
DESPD,2025-03-13 03:00:00,"0.00",123,-60.3657,112,53.216
DESPD,2025-03-14 03:00:00,"0.00",108,-49.9672,111,51.0889
DESPD,2025-03-17 03:00:00,"0.05",108,-49.589,86,43.5959
DESPD,2025-03-18 03:00:00,-0.15,116,-58.261,99,44.963
DESPD,2025-03-19 03:00:00,"0.00",131,-64.2977,104,48.2532
DESPD,2025-03-20 03:00:00,"0.00",134,-61.7944,100,39.0217
DESPD,2025-03-21 03:00:00,"0.00",101,-51.6109,85,37.5646
DESPD,2025-03-25 03:00:00,"-0.20",118,-56.9185,95,39.2472
DESPD,2025-03-26 03:00:00,"0.10",102,-46.9898,92,42.4385
DESPD,2025-03-27 03:00:00,"-0.20",95,-47.5829,91,44.295
DESPD,2025-03-28 03:00:00,"0.00",118,-57.3056,120,61.7655
DESPD,2025-03-31 03:00:00,"0.70",91,-42.8849,68,29.6524
DESPD,2025-04-01 03:00:00,"0.30",106,-53.602,110,53.6663
DESPD,2025-04-03 03:00:00,"0.00",131,-59.1702,83,38.3295
DESPD,2025-04-04 03:00:00,"0.50",108,-53.657,101,48.4923
DESPD,2025-04-07 03:00:00,"0.15",97,-44.6295,99,42.0901
DESPD,2025-04-08 03:00:00,-0.15,128,-59.2819,98,45.5802
DESPD,2025-04-09 03:00:00,-0.25,128,-62.349,124,57.6619
DESPD,2025-04-10 03:00:00,"0.00",125,-65.7079,124,52.8736
DESPD,2025-04-11 03:00:00,"0.05",126,-62.5792,101,45.9549
DESPD,2025-04-14 03:00:00,"0.00",154,-73.7381999999999,98,51.626
DESPD,2025-04-15 03:00:00,-0.05,104,-51.3861,85,41.3557
DESPD,2025-04-16 03:00:00,-0.05,62,-28.7334,46,20.374
DESPD,2025-04-21 03:00:00,"0.15",47,-22.4536,57,27.7353
DESPD,2025-04-22 03:00:00,"0.00",102,-52.1834,106,45.1687
DESPD,2025-04-23 03:00:00,"0.00",101,-49.4198,97,43.8661
DESPD,2025-04-24 03:00:00,"0.45",118,-62.0434,91,41.9033
DESPD,2025-04-29 03:00:00,-0.35,99,-44.6587,101,46.1133
KOD,2023-01-02 03:00:00,"0.30","0",,"0",
KOD,2023-01-03 03:00:00,-0.15,"0",,"0",
KOD,2023-01-04 03:00:00,-0.35,"0",,"0",
KOD,2023-01-05 03:00:00,"-0.40","0",,"0",
KOD,2023-01-06 03:00:00,-0.15,"0",,"0",
KOD,2023-01-09 03:00:00,-0.05,"0",,"0",
KOD,2023-01-10 03:00:00,"0.15","0",,"0",
KOD,2023-01-11 03:00:00,"-0.10","0",,"0",
KOD,2023-01-12 03:00:00,-0.35,"0",,"0",
KOD,2023-01-13 03:00:00,"0.20","0",,"0",
KOD,2023-01-16 03:00:00,"-0.10","0",,"0",
KOD,2023-01-17 03:00:00,"0.40","0",,"0",
KOD,2023-01-18 03:00:00,"-0.70","0",,"0",
KOD,2023-01-19 03:00:00,"0.05","0",,"0",
KOD,2023-01-20 03:00:00,"-0.20","0",,"0",
KOD,2023-01-23 03:00:00,"0.10","0",,"0",
KOD,2023-01-24 03:00:00,-0.25,"0",,"0",
KOD,2023-01-25 03:00:00,"0.50","0",,"0",
KOD,2023-01-26 03:00:00,"0.20","0",,"0",
KOD,2023-01-27 03:00:00,"0.00","0",,"0",
KOD,2023-01-30 03:00:00,"0.30","0",,"0",
KOD,2023-01-31 03:00:00,"-0.20","0",,"0",
KOD,2023-02-01 03:00:00,"-0.20","0",,"0",
KOD,2023-02-02 03:00:00,-0.35,"0",,"0",
KOD,2023-02-03 03:00:00,"-0.70","0",,"0",
KOD,2023-02-06 03:00:00,"0.15","0",,"0",
KOD,2023-02-07 03:00:00,"-0.10","0",,"0",
KOD,2023-02-08 03:00:00,"-0.30","0",,"0",
KOD,2023-02-09 03:00:00,"0.30","0",,"0",
KOD,2023-02-10 03:00:00,"0.15","0",,"0",
KOD,2023-02-13 03:00:00,"0.10","0",,"0",
KOD,2023-02-14 03:00:00,-0.15,"0",,"0",
KOD,2023-02-15 03:00:00,-0.15,"0",,"0",
KOD,2023-02-16 03:00:00,"0.10","0",,"0",
KOD,2023-02-17 03:00:00,"0.15","0",,"0",
KOD,2023-02-22 03:00:00,"-0.10","0",,"0",
KOD,2023-02-23 03:00:00,"0.05","0",,"0",
KOD,2023-02-24 03:00:00,"-0.30","0",,"0",
KOD,2023-02-27 03:00:00,"0.00","0",,"0",
KOD,2023-02-28 03:00:00,-0.05,"0",,"0",
KOD,2023-03-01 03:00:00,"-0.40","0",,"0",
KOD,2023-03-02 03:00:00,"0.05","0",,"0",
KOD,2023-03-03 03:00:00,"-0.30","0",,"0",
KOD,2023-03-06 03:00:00,"0.05","0",,"0",
KOD,2023-03-07 03:00:00,"0.05","0",,"0",
KOD,2023-03-08 03:00:00,"0.30","0",,"0",
KOD,2023-03-09 03:00:00,"-0.30","0",,"0",
KOD,2023-03-10 03:00:00,-0.05,"0",,"0",
KOD,2023-03-13 03:00:00,"0.00","0",,"0",
KOD,2023-03-14 03:00:00,"-0.10","0",,"0",
KOD,2023-03-15 03:00:00,"0.25","0",,"0",
KOD,2023-03-16 03:00:00,-0.15,"0",,"0",
KOD,2023-03-17 03:00:00,"0.35","0",,"0",
KOD,2023-03-20 03:00:00,-0.05,"0",,"0",
KOD,2023-03-21 03:00:00,-0.15,"0",,"0",
KOD,2023-03-22 03:00:00,-0.15,"0",,"0",
KOD,2023-03-23 03:00:00,"-0.30","0",,"0",
KOD,2023-03-27 03:00:00,-0.05,"0",,"0",
KOD,2023-03-28 03:00:00,"-0.20","0",,"0",
KOD,2023-03-29 03:00:00,"0.25","0",,"0",
KOD,2023-03-30 03:00:00,-0.05,"0",,"0",
KOD,2023-03-31 03:00:00,"0.15","0",,"0",
KOD,2023-04-03 03:00:00,-0.05,"0",,"0",
KOD,2023-04-04 03:00:00,-0.35,"0",,"0",
KOD,2023-04-05 03:00:00,"0.25","0",,"0",
KOD,2023-04-10 03:00:00,"0.05","0",,"0",
KOD,2023-04-11 03:00:00,"-0.20","0",,"0",
KOD,2023-04-12 03:00:00,"-0.10","0",,"0",
KOD,2023-04-13 03:00:00,"0.00","0",,"0",
KOD,2023-04-14 03:00:00,-0.05,"0",,"0",
KOD,2023-04-17 03:00:00,"0.05","0",,"0",
KOD,2023-04-18 03:00:00,"0.25","0",,"0",
KOD,2023-04-19 03:00:00,-0.05,"0",,"0",
KOD,2023-04-20 03:00:00,"0.00","0",,"0",
KOD,2023-04-21 03:00:00,"-0.10","0",,"0",
KOD,2023-04-24 03:00:00,-0.05,"0",,"0",
KOD,2023-04-25 03:00:00,"0.05","0",,"0",
KOD,2023-04-26 03:00:00,-0.05,"0",,"0",
KOD,2023-04-27 03:00:00,-0.05,"0",,"0",
KOD,2023-04-28 03:00:00,"0.00","0",,"0",
KOD,2023-05-02 03:00:00,-0.15,"0",,"0",
KOD,2023-05-03 03:00:00,"-0.20","0",,"0",
KOD,2023-05-04 03:00:00,-0.25,"0",,"0",
KOD,2023-05-05 03:00:00,"0.25","0",,"0",
KOD,2023-05-08 03:00:00,-0.25,"0",,"0",
KOD,2023-05-09 03:00:00,-0.35,"0",,"0",
KOD,2023-05-10 03:00:00,-0.05,"0",,"0",
KOD,2023-05-11 03:00:00,"-0.10","0",,"0",
KOD,2023-05-12 03:00:00,"0.35","0",,"0",
KOD,2023-05-15 03:00:00,-0.15,"0",,"0",
KOD,2023-05-16 03:00:00,"0.10","0",,"0",
KOD,2023-05-17 03:00:00,-0.15,"0",,"0",
KOD,2023-05-18 03:00:00,"-0.10","0",,"0",
KOD,2023-05-19 03:00:00,"-0.10","0",,"0",
KOD,2023-05-22 03:00:00,-0.35,"0",,"0",
KOD,2023-05-23 03:00:00,-0.15,"0",,"0",
KOD,2023-05-24 03:00:00,-0.35,"0",,"0",
KOD,2023-05-29 03:00:00,-0.25,"0",,"0",
KOD,2023-05-30 03:00:00,"-0.20","0",,"0",
KOD,2023-05-31 03:00:00,"0.00","0",,"0",
KOD,2023-06-01 03:00:00,"-0.20","0",,"0",
KOD,2023-06-02 03:00:00,"-0.10","0",,"0",
KOD,2023-06-05 03:00:00,"-0.10","0",,"0",
KOD,2023-06-06 03:00:00,-0.05,"0",,"0",
KOD,2023-06-07 03:00:00,"-0.20","0",,"0",
KOD,2023-06-08 03:00:00,-0.35,"0",,"0",
KOD,2023-06-09 03:00:00,"-0.30","0",,"0",
KOD,2023-06-12 03:00:00,"0.10","0",,"0",
KOD,2023-06-13 03:00:00,-0.15,"0",,"0",
KOD,2023-06-14 03:00:00,"0.20","0",,"0",
KOD,2023-06-15 03:00:00,"0.20","0",,"0",
KOD,2023-06-16 03:00:00,"0.05","0",,"0",
KOD,2023-06-21 03:00:00,-0.25,"0",,"0",
KOD,2023-06-22 03:00:00,"0.00","0",,"0",
KOD,2023-06-23 03:00:00,"-0.10","0",,"0",
KOD,2023-06-26 03:00:00,"-0.30","0",,"0",
KOD,2023-06-27 03:00:00,-0.25,"0",,"0",
KOD,2023-06-28 03:00:00,"-0.20","0",,"0",
KOD,2023-06-29 03:00:00,"-0.10","0",,"0",
KOD,2023-06-30 03:00:00,"0.05","0",,"0",
KOD,2023-07-03 03:00:00,"-0.10","0",,"0",
KOD,2023-07-04 03:00:00,"-0.20","0",,"0",
KOD,2023-07-05 03:00:00,"-0.20","0",,"0",
KOD,2023-07-06 03:00:00,-0.15,"0",,"0",
KOD,2023-07-07 03:00:00,"-0.20","0",,"0",
KOD,2023-07-10 03:00:00,"-0.20","0",,"0",
KOD,2023-07-11 03:00:00,"-0.30","0",,"0",
KOD,2023-07-12 03:00:00,"0.00","0",,"0",
KOD,2023-07-13 03:00:00,-0.25,"0",,"0",
KOD,2023-07-14 03:00:00,"0.15","0",,"0",
KOD,2023-07-17 03:00:00,-0.05,"0",,"0",
KOD,2023-07-18 03:00:00,-0.25,"0",,"0",
KOD,2023-07-19 03:00:00,-0.15,"0",,"0",
KOD,2023-07-20 03:00:00,"0.00","0",,"0",
KOD,2023-07-21 03:00:00,-0.05,"0",,"0",
KOD,2023-07-24 03:00:00,"-0.20","0",,"0",
KOD,2023-07-25 03:00:00,-0.05,"0",,"0",
KOD,2023-07-26 03:00:00,"0.10","0",,"0",
KOD,2023-07-27 03:00:00,"-0.10","0",,"0",
KOD,2023-07-28 03:00:00,-0.05,"0",,"0",
KOD,2023-07-31 03:00:00,-0.15,"0",,"0",
KOD,2023-08-01 03:00:00,"-0.20","0",,"0",
KOD,2023-08-02 03:00:00,"0.05","0",,"0",
KOD,2023-08-03 03:00:00,"-0.30","0",,"0",
KOD,2023-08-04 03:00:00,"-0.40","0",,"0",
KOD,2023-08-07 03:00:00,-0.25,"0",,"0",
KOD,2023-08-08 03:00:00,-0.25,"0",,"0",
KOD,2023-08-09 03:00:00,"-0.30","0",,"0",
KOD,2023-08-10 03:00:00,-0.25,"0",,"0",
KOD,2023-08-11 03:00:00,"-0.10","0",,"0",
KOD,2023-08-14 03:00:00,-0.35,"0",,"0",
KOD,2023-08-15 03:00:00,"-0.20","0",,"0",
KOD,2023-08-16 03:00:00,-0.35,"0",,"0",
KOD,2023-08-17 03:00:00,"-0.10","0",,"0",
KOD,2023-08-18 03:00:00,-0.15,"0",,"0",
KOD,2023-08-22 03:00:00,-0.25,"0",,"0",
KOD,2023-08-23 03:00:00,"0.00","0",,"0",
KOD,2023-08-24 03:00:00,-0.15,"0",,"0",
KOD,2023-08-25 03:00:00,-0.15,"0",,"0",
KOD,2023-08-28 03:00:00,"0.10","0",,"0",
KOD,2023-08-29 03:00:00,-0.35,"0",,"0",
KOD,2023-08-30 03:00:00,"-0.20","0",,"0",
KOD,2023-08-31 03:00:00,-0.75,"0",,"0",
KOD,2023-09-01 03:00:00,-0.05,"0",,"0",
KOD,2023-09-04 03:00:00,"0.05","0",,"0",
KOD,2023-09-05 03:00:00,"-0.30","0",,"0",
KOD,2023-09-06 03:00:00,"-0.20","0",,"0",
KOD,2023-09-07 03:00:00,"-0.20","0",,"0",
KOD,2023-09-08 03:00:00,"-0.20","0",,"0",
KOD,2023-09-11 03:00:00,-0.25,"0",,"0",
KOD,2023-09-12 03:00:00,"-0.20","0",,"0",
KOD,2023-09-13 03:00:00,"-0.20","0",,"0",
KOD,2023-09-14 03:00:00,-0.25,"0",,"0",
KOD,2023-09-15 03:00:00,"-0.10","0",,"0",
KOD,2023-09-18 03:00:00,"0.00","0",,"0",
KOD,2023-09-19 03:00:00,"-0.10","0",,"0",
KOD,2023-09-20 03:00:00,"0.05","0",,"0",
KOD,2023-09-21 03:00:00,"-0.20","0",,"0",
KOD,2023-09-22 03:00:00,"-0.10","0",,"0",
KOD,2023-09-25 03:00:00,"-0.30","0",,"0",
KOD,2023-09-26 03:00:00,-0.55,"0",,"0",
KOD,2023-09-27 03:00:00,-0.25,"0",,"0",
KOD,2023-09-28 03:00:00,-0.05,"0",,"0",
KOD,2023-09-29 03:00:00,"-0.40","0",,"0",
KOD,2023-10-02 03:00:00,"-0.20","0",,"0",
KOD,2023-10-03 03:00:00,-0.45,"0",,"0",
KOD,2023-10-04 03:00:00,"-0.10","0",,"0",
KOD,2023-10-05 03:00:00,"-0.60","0",,"0",
KOD,2023-10-06 03:00:00,"-0.10","0",,"0",
KOD,2023-10-09 03:00:00,"-0.50","0",,"0",
KOD,2023-10-10 03:00:00,"0.30","0",,"0",
KOD,2023-10-11 03:00:00,-0.25,"0",,"0",
KOD,2023-10-12 03:00:00,"0.05","0",,"0",
KOD,2023-10-17 03:00:00,"0.10","0",,"0",
KOD,2023-10-18 03:00:00,"-0.30","0",,"0",
KOD,2023-10-19 03:00:00,"0.25","0",,"0",
KOD,2023-10-20 03:00:00,"-0.10","0",,"0",
KOD,2023-10-23 03:00:00,-0.35,"0",,"0",
KOD,2023-10-24 03:00:00,"-0.10","0",,"0",
KOD,2023-10-25 03:00:00,-0.15,"0",,"0",
KOD,2023-10-26 03:00:00,"-0.20","0",,"0",
KOD,2023-10-27 03:00:00,"-0.40","0",,"0",
KOD,2023-10-30 03:00:00,"-0.10","0",,"0",
KOD,2023-10-31 03:00:00,"-0.20","0",,"0",
KOD,2023-11-01 03:00:00,"0.10","0",,"0",
KOD,2023-11-02 03:00:00,"-0.20","0",,"0",
KOD,2023-11-03 03:00:00,-0.05,"0",,"0",
KOD,2023-11-07 03:00:00,"-0.10","0",,"0",
KOD,2023-11-08 03:00:00,"-0.20","0",,"0",
KOD,2023-11-09 03:00:00,-0.15,"0",,"0",
KOD,2023-11-10 03:00:00,-0.05,"0",,"0",
KOD,2023-11-13 03:00:00,-0.05,"0",,"0",
KOD,2023-11-14 03:00:00,"-0.10","0",,"0",
KOD,2023-11-15 03:00:00,-0.15,"0",,"0",
KOD,2023-11-16 03:00:00,-0.05,"0",,"0",
KOD,2023-11-17 03:00:00,"0.05","0",,"0",
KOD,2023-11-21 03:00:00,-0.15,"0",,"0",
KOD,2023-11-22 03:00:00,"0.05","0",,"0",
KOD,2023-11-23 03:00:00,-0.45,"0",,"0",
KOD,2023-11-24 03:00:00,"0.40","0",,"0",
KOD,2023-11-27 03:00:00,"0.00","0",,"0",
KOD,2023-11-28 03:00:00,"0.20","0",,"0",
KOD,2023-11-29 03:00:00,-0.15,"0",,"0",
KOD,2023-11-30 03:00:00,-0.05,"0",,"0",
KOD,2023-12-01 03:00:00,"0.25","0",,"0",
KOD,2023-12-04 03:00:00,-0.05,"0",,"0",
KOD,2023-12-05 03:00:00,"0.05","0",,"0",
KOD,2023-12-06 03:00:00,"0.00","0",,"0",
KOD,2023-12-07 03:00:00,"0.20","0",,"0",
KOD,2023-12-11 03:00:00,-0.15,"0",,"0",
KOD,2023-12-12 03:00:00,"0.10","0",,"0",
KOD,2023-12-13 03:00:00,"0.15","0",,"0",
KOD,2023-12-14 03:00:00,"-0.30","0",,"0",
KOD,2023-12-15 03:00:00,-0.25,"0",,"0",
KOD,2023-12-18 03:00:00,"0.00","0",,"0",
KOD,2023-12-19 03:00:00,-0.25,"0",,"0",
KOD,2023-12-20 03:00:00,-0.35,"0",,"0",
KOD,2023-12-21 03:00:00,-0.25,"0",,"0",
KOD,2023-12-22 03:00:00,"0.15","0",,"0",
KOD,2023-12-26 03:00:00,-0.25,"0",,"0",
KOD,2023-12-27 03:00:00,"-0.40","0",,"0",
KOD,2023-12-28 03:00:00,"0.55","0",,"0",
KOD,2023-12-29 03:00:00,"0.00","0",,"0",
KOD,2024-01-02 03:00:00,"0.35",9,-4.614,6,2.2226
KOD,2024-01-03 03:00:00,"0.05",10,-5.243,12,5.8712
KOD,2024-01-04 03:00:00,"0.15",8,-4.7588,5,1.9421
KOD,2024-01-05 03:00:00,"0.00",9,-4.4207,6,3.5364
KOD,2024-01-08 03:00:00,"0.00",15,-7.1846,8,4.9633
KOD,2024-01-09 03:00:00,-0.15,10,-4.9215,3,1.0322
KOD,2024-01-10 03:00:00,"0.05",18,-9.3851,11,5.0105
KOD,2024-01-11 03:00:00,-0.35,16,-9.5683,17,8.8567
KOD,2024-01-12 03:00:00,"0.25",18,-9.888,11,5.5432
KOD,2024-01-15 03:00:00,"0.15",3,-2.0307,5,2.2293
KOD,2024-01-16 03:00:00,-0.25,7,-2.2334,25,13.2108
KOD,2024-01-17 03:00:00,-0.15,12,-6.9645,10,4.6495
KOD,2024-01-18 03:00:00,"0.15",15,-6.7877,5,2.587
KOD,2024-01-19 03:00:00,"-0.10",8,-3.4494,11,3.9504
KOD,2024-01-22 03:00:00,"-0.20",7,-4.2676,9,4.2641
KOD,2024-01-23 03:00:00,"-0.10",8,-4.0796,18,9.1768
KOD,2024-01-24 03:00:00,"-0.10",13,-6.0889,20,9.4701
KOD,2024-01-25 03:00:00,"0.00",9,-3.4692,9,3.6128
KOD,2024-01-26 03:00:00,"0.15",12,-7.3682,6,3.0123
KOD,2024-01-29 03:00:00,"0.10",16,-10.1757,7,3.098
KOD,2024-01-30 03:00:00,-0.05,10,-4.988,7,2.0681
KOD,2024-01-31 03:00:00,"-0.10",16,-8.4103,10,5.4071
KOD,2024-02-01 03:00:00,"0.15",6,-2.6565,5,2.2898
KOD,2024-02-02 03:00:00,-0.05,13,-5.4187,9,4.652
KOD,2024-02-05 03:00:00,"-0.10",13,-7.5955,11,7.5165
KOD,2024-02-06 03:00:00,"0.15",18,-9.9526,12,5.1341
KOD,2024-02-07 03:00:00,"0.25",19,-11.2641,19,9.5377
KOD,2024-02-08 03:00:00,"-0.10",4,-2.2802,14,7.3311
KOD,2024-02-09 03:00:00,"0.05",14,-5.3802,14,7.1612
KOD,2024-02-14 03:00:00,-0.25,15,-7.7783,13,7.5327
KOD,2024-02-15 03:00:00,"0.15",14,-8.5731,13,5.9948
KOD,2024-02-16 03:00:00,"0.15",21,-11.0887,12,6.1036
KOD,2024-02-19 03:00:00,-0.15,5,-2.5514,4,1.3447
KOD,2024-02-20 03:00:00,"0.25",17,-11.2136,15,7.3468
KOD,2024-02-21 03:00:00,"0.10",11,-5.5803,15,7.087
KOD,2024-02-22 03:00:00,-0.05,13,-6.145,12,5.4312
KOD,2024-02-23 03:00:00,"0.05",7,-4.2086,12,5.5191
KOD,2024-02-26 03:00:00,-0.15,16,-7.7595,15,7.535
KOD,2024-02-27 03:00:00,"-0.20",12,-6.2638,13,5.2565
KOD,2024-02-28 03:00:00,-0.05,13,-5.599,14,6.1831
KOD,2024-02-29 03:00:00,"-0.10",7,-4.2935,8,3.1051
KOD,2024-03-01 03:00:00,-0.05,12,-6.5535,12,6.3719
KOD,2024-03-04 03:00:00,-0.15,16,-8.7302,17,7.6095
KOD,2024-03-05 03:00:00,-0.15,7,-3.5482,10,4.5194
KOD,2024-03-06 03:00:00,-0.05,12,-6.7595,40,23.0923
KOD,2024-03-07 03:00:00,"0.10",8,-4.6745,15,6.9975
KOD,2024-03-08 03:00:00,"0.05",18,-8.8513,15,7.6956
KOD,2024-03-11 03:00:00,-0.05,16,-9.0869,19,12.6565
KOD,2024-03-12 03:00:00,"0.20",16,-9.6528,17,5.1368
KOD,2024-03-13 03:00:00,-0.05,12,-5.8163,5,1.6384
KOD,2024-03-14 03:00:00,-0.15,13,-7.8816,11,4.6718
KOD,2024-03-15 03:00:00,-0.05,28,-14.9835,14,6.4898
KOD,2024-03-18 03:00:00,"0.00",18,-10.7028,11,6.2361
KOD,2024-03-19 03:00:00,"0.15",15,-6.167,13,4.2341
KOD,2024-03-20 03:00:00,"0.10",22,-11.8969,16,8.6172
KOD,2024-03-21 03:00:00,"0.00",21,-9.9915,18,9.4169
KOD,2024-03-22 03:00:00,"0.10",31,-17.9402,10,5.6015
KOD,2024-03-25 03:00:00,"0.05",19,-10.6618,11,5.1355
KOD,2024-03-26 03:00:00,"0.05",24,-13.5439,10,5.1852
KOD,2024-03-27 03:00:00,"0.00",16,-9.2099,15,6.5592
KOD,2024-04-03 03:00:00,-0.15,17,-10.2064,13,6.6924
KOD,2024-04-04 03:00:00,"-0.10",17,-11.0185,10,5.0003
KOD,2024-04-05 03:00:00,"-0.20",25,-13.219,17,8.5207
KOD,2024-04-08 03:00:00,-0.15,22,-11.7492,23,9.3773
KOD,2024-04-09 03:00:00,"-0.10",19,-11.1352,11,3.5517
KOD,2024-04-10 03:00:00,-0.15,16,-7.734,13,5.5324
KOD,2024-04-11 03:00:00,"0.15",16,-9.038,13,5.9219
KOD,2024-04-12 03:00:00,-0.05,11,-5.1293,6,2.0746
KOD,2024-04-15 03:00:00,-0.05,16,-10.433,4,1.4591
KOD,2024-04-16 03:00:00,-0.15,20,-11.8211,8,3.1049
KOD,2024-04-17 03:00:00,"0.20",16,-10.2725,12,6.493
KOD,2024-04-18 03:00:00,"0.25",27,-15.105,15,7.7221
KOD,2024-04-19 03:00:00,"0.25",27,-13.7198,9,4.1448
KOD,2024-04-22 03:00:00,"0.10",15,-8.4777,5,2.2994
KOD,2024-04-23 03:00:00,"0.20",15,-7.7533,19,11.1306
KOD,2024-04-24 03:00:00,"0.15",19,-10.0011,9,4.5795
KOD,2024-04-25 03:00:00,"0.15",20,-11.0991,6,2.3396
KOD,2024-04-26 03:00:00,"0.05",16,-6.6706,5,1.1297
KOD,2024-04-29 03:00:00,"0.05",8,-5.0149,8,3.0479
KOD,2024-04-30 03:00:00,"0.05",28,-16.8906,15,8.3515
KOD,2024-05-02 03:00:00,"0.00",16,-8.3522,4,1.659
KOD,2024-05-03 03:00:00,"0.05",6,-4.7299,11,5.9009
KOD,2024-05-06 03:00:00,-0.05,9,-5.6209,6,3.6223
KOD,2024-05-07 03:00:00,-0.05,27,-15.1523,13,5.7376
KOD,2024-05-08 03:00:00,"0.00",14,-8.0001,3,2.2193
KOD,2024-05-09 03:00:00,"-0.10",4,-1.9078,7,2.292
KOD,2024-05-10 03:00:00,"0.35",7,-3.5429,11,6.043
KOD,2024-05-13 03:00:00,-0.15,15,-9.6548,14,4.9101
KOD,2024-05-14 03:00:00,-0.05,10,-5.2551,10,5.5926
KOD,2024-05-15 03:00:00,"0.00",13,-8.0674,11,5.1779
KOD,2024-05-16 03:00:00,"0.05",7,-4.4472,5,2.0002
KOD,2024-05-17 03:00:00,"-0.10",8,-4.8079,11,5.1713
KOD,2024-05-20 03:00:00,-0.15,11,-7.4389,7,2.9088
KOD,2024-05-21 03:00:00,"0.00",18,-9.5366,9,3.7693
KOD,2024-05-22 03:00:00,"0.10",7,-5.3908,10,4.8792
KOD,2024-05-23 03:00:00,-0.15,12,-6.7464,9,2.8116
KOD,2024-05-24 03:00:00,"0.20",13,-7.7232,17,8.509
KOD,2024-05-27 03:00:00,-0.05,1,-0.7184,"0",
KOD,2024-05-28 03:00:00,"0.40",17,-11.0127,8,2.7781
KOD,2024-05-29 03:00:00,"0.10",28,-17.5054,20,10.4827
KOD,2024-05-30 03:00:00,"0.15",26,-14.7645,15,7.8651
KOD,2024-05-31 03:00:00,"0.00",16,-8.3836,10,4.1004
KOD,2024-06-03 03:00:00,"0.00",9,-4.2507,9,4.0634
KOD,2024-06-04 03:00:00,"0.15",22,-10.6331,10,4.4039
KOD,2024-06-05 03:00:00,"-0.10",14,-7.2531,5,1.3072
KOD,2024-06-06 03:00:00,-0.05,11,-5.7861,7,3.3874
KOD,2024-06-07 03:00:00,"-0.10",20,-10.0979,8,4.7589
KOD,2024-06-10 03:00:00,"0.05",14,-8.1261,15,6.0502
KOD,2024-06-11 03:00:00,"0.00",21,-12.6107,13,5.0885
KOD,2024-06-12 03:00:00,"-0.10",13,-5.8755,14,6.5718
KOD,2024-06-13 03:00:00,"0.15",8,-4.6293,13,6.1458
KOD,2024-06-14 03:00:00,"0.10",8,-4.6105,6,2.2366
KOD,2024-06-18 03:00:00,"0.25",13,-8.3958,10,5.0493
KOD,2024-06-19 03:00:00,"-0.10",4,-2.297,8,4.1126
KOD,2024-06-24 03:00:00,"0.25",15,-7.9218,8,4.9843
KOD,2024-06-25 03:00:00,"0.10",17,-10.7272,10,4.4006
KOD,2024-06-26 03:00:00,"0.05",15,-8.4304,16,7.864
KOD,2024-06-27 03:00:00,"0.05",8,-3.7229,11,3.7325
KOD,2024-06-28 03:00:00,"-0.10",14,-6.9846,14,7.2828
KOD,2024-07-01 03:00:00,-0.15,14,-6.8836,9,3.6104
KOD,2024-07-02 03:00:00,-0.05,11,-5.7387,5,2.1127
KOD,2024-07-03 03:00:00,"0.05",9,-3.6891,6,3.3432
KOD,2024-07-04 03:00:00,-0.05,4,-1.5785,14,8.4649
KOD,2024-07-05 03:00:00,"0.10",10,-5.4973,10,4.0509
KOD,2024-07-08 03:00:00,"-0.10",11,-5.1931,9,4.8516
KOD,2024-07-10 03:00:00,"0.10",10,-5.0794,13,7.7976
KOD,2024-07-11 03:00:00,"0.10",9,-5.3395,5,2.5113
KOD,2024-07-12 03:00:00,"0.05",13,-8.4401,16,7.8405
KOD,2024-07-15 03:00:00,"-0.10",11,-6.3877,8,3.1693
KOD,2024-07-16 03:00:00,"0.05",9,-4.6329,15,6.7885
KOD,2024-07-17 03:00:00,"0.35",6,-3.3345,9,3.6648
KOD,2024-07-18 03:00:00,-0.05,8,-4.3904,10,6.1862
KOD,2024-07-19 03:00:00,"0.15",11,-4.7704,12,3.6327
KOD,2024-07-22 03:00:00,-0.15,12,-5.9295,17,8.7439
KOD,2024-07-23 03:00:00,"0.10",10,-4.8851,7,2.3403
KOD,2024-07-24 03:00:00,-0.05,7,-4.7563,3,"0.8985"
KOD,2024-07-25 03:00:00,"0.00",8,-3.7785,7,3.6674
KOD,2024-07-26 03:00:00,"0.05",4,-2.3136,7,3.1739
KOD,2024-07-29 03:00:00,"0.20",16,-9.6735,13,6.121
KOD,2024-07-30 03:00:00,"0.15",10,-4.6564,9,3.6043
KOD,2024-07-31 03:00:00,-0.05,10,-3.6857,8,2.5514
KOD,2024-08-01 03:00:00,"0.35",9,-4.6557,7,4.7907
KOD,2024-08-02 03:00:00,"0.20",7,-4.1139,5,2.5044
KOD,2024-08-05 03:00:00,"0.45",14,-7.322,5,1.7317
KOD,2024-08-06 03:00:00,"0.00",13,-5.801,14,6.7852
KOD,2024-08-07 03:00:00,"0.00",12,-4.5781,3,1.2644
KOD,2024-08-08 03:00:00,"0.30",15,-8.3557,14,5.2121
