id_cotizacion,id_empresa,fecha,precio_apertura,precio_cierre,precio_max,precio_min,volumen_operado,variacion_porcentaje,nombre,label,variacion_total_cotizacion,total_noticias_negativas,suma_score_sentimiento_negativas,total_noticias_positivas,suma_score_sentimiento_positivas,fecha_publicacion,valoracion_llm,tendencia_precio_5d,anio,mes,dia,dia_semana,es_fin_de_mes,variacion_porcentaje_lag_1,variacion_porcentaje_lag_2,variacion_porcentaje_lag_3,precio_cierre_lag_1,precio_cierre_lag_2,precio_cierre_lag_3,volumen_operado_lag_1,volumen_operado_lag_2,volumen_operado_lag_3,suma_score_sentimiento_positivas_lag_1,suma_score_sentimiento_positivas_lag_2,suma_score_sentimiento_positivas_lag_3,suma_score_sentimiento_negativas_lag_1,suma_score_sentimiento_negativas_lag_2,suma_score_sentimiento_negativas_lag_3,total_noticias_positivas_lag_1,total_noticias_positivas_lag_2,total_noticias_positivas_lag_3,total_noticias_negativas_lag_1,total_noticias_negativas_lag_2,total_noticias_negativas_lag_3,variacion_porcentaje_media_3d,variacion_porcentaje_std_3d,variacion_porcentaje_media_5d,variacion_porcentaje_std_5d,precio_cierre_media_3d,precio_cierre_std_3d,precio_cierre_media_5d,precio_cierre_std_5d,volumen_operado_media_3d,volumen_operado_std_3d,volumen_operado_media_5d,volumen_operado_std_5d,suma_score_sentimiento_positivas_media_3d,suma_score_sentimiento_positivas_std_3d,suma_score_sentimiento_positivas_media_5d,suma_score_sentimiento_positivas_std_5d,suma_score_sentimiento_negativas_media_3d,suma_score_sentimiento_negativas_std_3d,suma_score_sentimiento_negativas_media_5d,suma_score_sentimiento_negativas_std_5d,total_noticias_positivas_media_3d,total_noticias_positivas_std_3d,total_noticias_positivas_media_5d,total_noticias_positivas_std_5d,total_noticias_negativas_media_3d,total_noticias_negativas_std_3d,total_noticias_negativas_media_5d,total_noticias_negativas_std_5d,ratio_sent_positivo_negativo,diff_score_sentimiento,label_t_plus_1
658,10,2023-01-02,13.05,13.5,13.5,13.05,9563.95,,AAPLD,MANTIENE,0.45,0,,0,,,,,2023,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA
659,10,2023-01-03,13.5,13.2,13.5,12.55,38148.8,-2.22222222222222,AAPLD,BAJA,-0.3,0,,0,,,,,2023,1,3,1,0,,,,13.5,,,9563.95,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAJA
660,10,2023-01-04,13.2,12.9,13.35,12.8,13887.0,-2.27272727272726,AAPLD,BAJA,-0.3,0,,0,,,,,2023,1,4,2,0,-2.22222222222222,,,13.2,13.5,,38148.8,9563.95,,,,,,,,0.0,0.0,,0.0,0.0,,,,,,13.200000000000001,0.2999999999999996,,,20533.25,15407.884075287562,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,SUBE
661,10,2023-01-05,13.0,13.15,13.15,12.9,24053.3,1.93798449612403,AAPLD,SUBE,0.15,0,,0,,,,,2023,1,5,3,0,-2.27272727272726,-2.22222222222222,,12.9,13.2,13.5,13887.0,38148.8,9563.95,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.85232166627515,2.4166079636494127,,,13.083333333333334,0.16072751268321456,,,25363.033333333336,12183.812451910666,,,,,,,,,,,0.0,0.0,,,0.0,0.0,,,,,SUBE
662,10,2023-01-06,12.95,13.3,13.3,12.8,44834.15,1.14068441064639,AAPLD,SUBE,0.35,0,,0,,,,-0.04499999999999977,2023,1,6,4,0,1.93798449612403,-2.27272727272726,-2.22222222222222,13.15,12.9,13.2,24053.3,13887.0,38148.8,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.26864721134772,2.2367074144389547,,,13.116666666666667,0.2020725942163689,13.209999999999999,0.21908902300206617,27591.483333333334,15774.047649726224,26097.44,15189.875117878686,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
663,10,2023-01-09,13.45,13.5,13.75,13.2,111893.6,1.50375939849623,AAPLD,SUBE,0.05,0,,0,,,,0.10000000000000016,2023,1,9,0,0,1.14068441064639,1.93798449612403,-2.27272727272726,13.3,13.15,12.9,44834.15,24053.3,13887.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.52747610175555,0.3991788046549875,0.017495762063433996,2.086879699045935,13.316666666666668,0.17559422921421505,13.209999999999999,0.21908902300206617,60260.35,45907.02899178405,46563.37,38458.68741171493,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BAJA
664,10,2023-01-10,13.65,13.35,13.85,13.1,6599.4,-1.11111111111112,AAPLD,BAJA,-0.3,0,,0,,,,0.12499999999999982,2023,1,10,1,0,1.50375939849623,1.14068441064639,1.93798449612403,13.5,13.3,13.15,111893.6,44834.15,24053.3,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5111108993438334,1.4165659356711662,0.23971798428565405,1.832400799358423,13.383333333333333,0.10408329997331364,13.24,0.2274862633215459,54442.38333333334,53300.61678114836,40253.49,42554.44610006104,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
665,10,2023-01-11,13.3,13.5,13.65,13.25,102789.35,1.12359550561798,AAPLD,SUBE,0.2,0,,0,,,,0.07499999999999984,2023,1,11,2,0,-1.11111111111112,1.50375939849623,1.14068441064639,13.35,13.5,13.3,6599.4,111893.6,44834.15,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5054145976676967,1.4127978169997402,0.918982539954702,1.1824368247655024,13.450000000000001,0.08660254037845515,13.36,0.14747881203752322,73760.78333333334,58341.32669429823,58033.96000000001,47112.47169128096,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MANTIENE
666,10,2023-01-12,13.7,13.5,13.9,13.35,33455.35,0.0,AAPLD,MANTIENE,-0.2,0,,0,,,,0.039999999999999855,2023,1,12,3,0,1.12359550561798,-1.11111111111112,1.50375939849623,13.5,13.35,13.5,102789.35,6599.4,111893.6,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.004161464835620003,1.1173591204511608,0.531385640729896,1.0779186563543828,13.450000000000001,0.08660254037845515,13.430000000000001,0.09746794344808274,47614.700000000004,49633.57749112491,59914.37000000001,45579.828493816756,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
667,10,2023-01-13,13.3,13.8,13.8,13.3,39275.0,2.22222222222224,AAPLD,SUBE,0.5,0,,0,,,,0.07500000000000018,2023,1,13,4,0,0.0,1.12359550561798,-1.11111111111112,13.5,13.5,13.35,33455.35,102789.35,6599.4,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1152725759467401,1.1111344898810969,0.747693203045066,1.3135232264395498,13.6,0.17320508075689675,13.530000000000001,0.1643167672515439,58506.56666666667,38460.249041586234,58802.54,46104.4270952015,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
668,10,2023-01-16,13.7,13.95,14.0,13.5,15374.55,1.08695652173911,AAPLD,SUBE,0.25,0,,0,,,,0.15,2023,1,16,0,0,2.22222222222224,0.0,1.12359550561798,13.8,13.5,13.5,39275.0,33455.35,102789.35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.10305958132045,1.1111986242929306,0.664332627693642,1.2659079395316781,13.75,0.2291287847478004,13.620000000000001,0.2464751508773193,29368.3,12463.38079445139,39498.729999999996,37771.07706977324,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
669,10,2023-01-17,13.8,14.35,14.5,13.65,68885.0,2.86738351254481,AAPLD,SUBE,0.55,0,,0,,,,0.21499999999999989,2023,1,17,1,0,1.08695652173911,2.22222222222224,0.0,13.95,13.8,13.5,15374.55,39275.0,33455.35,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0588540855020536,0.9013861150855017,1.460031552424828,1.11193980086244,14.033333333333331,0.28431203515387604,13.819999999999999,0.35461246452993705,41178.18333333333,26805.944208343673,51955.85,34321.65791681325,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BAJA
670,10,2023-01-18,14.35,13.8,14.4,13.65,112065.25,-3.83275261324041,AAPLD,BAJA,-0.55,0,,0,,,,0.11500000000000003,2023,1,18,2,0,2.86738351254481,1.08695652173911,2.22222222222224,14.35,13.95,13.8,68885.0,15374.55,39275.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04052914034783672,3.470477449056123,0.46876192865315003,2.6425810374817007,14.033333333333333,0.28431203515387604,13.88,0.30943496893530886,65441.6,48437.23381132021,53811.030000000006,37827.871968242536,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MANTIENE
671,10,2023-01-19,13.95,13.8,14.35,13.6,138913.2,0.0,AAPLD,MANTIENE,-0.15,0,,0,,,,-0.014999999999999849,2023,1,19,3,0,-3.83275261324041,2.86738351254481,1.08695652173911,13.8,14.35,13.95,112065.25,68885.0,15374.55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.3217897002318666,3.36163910680408,0.46876192865315,2.6425810374817007,13.983333333333334,0.31754264805430227,13.940000000000001,0.2382225849914217,106621.15000000001,35330.09860469548,74902.6,50812.26622505879,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
672,10,2023-01-20,14.3,14.2,14.35,13.95,86351.1,2.89855072463767,AAPLD,SUBE,-0.1,0,,0,,,,-0.00499999999999989,2023,1,20,4,0,0.0,-3.83275261324041,2.86738351254481,13.8,13.8,14.35,138913.2,112065.25,68885.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.3114006295342466,3.3764387926760784,0.604027629136236,2.769056910843656,13.933333333333332,0.23094010767586134,14.02,0.24647515087731373,112443.18333333335,26283.087990299748,84317.81999999999,46760.17543795414,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
673,10,2023-01-23,13.9,14.45,14.85,13.9,80043.75,1.7605633802817,AAPLD,SUBE,0.55,0,,0,,,,0.059999999999999776,2023,1,23,0,0,2.89855072463767,0.0,-3.83275261324041,14.2,13.8,13.8,86351.1,138913.2,112065.25,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5530380349731236,1.4603763735878084,0.7387490008447539,2.814440889872973,14.15,0.3278719262151101,14.12,0.30536862969203854,101769.35000000002,32321.739752409754,97251.66,28172.362956881156,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
674,10,2023-01-24,14.5,14.5,14.9,14.15,48087.95,0.34602076124568,AAPLD,SUBE,0.0,0,,0,,,,0.2049999999999997,2023,1,24,1,0,1.7605633802817,2.89855072463767,0.0,14.45,14.2,13.8,80043.75,86351.1,138913.2,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.6683782887216836,1.2787595050801888,0.234476450584928,2.551274517344527,14.383333333333333,0.16072751268324373,14.15,0.3391164991562533,71494.26666666666,20514.322092890063,93092.25,34280.561773273934,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
675,10,2023-01-25,14.75,14.65,14.75,14.3,56234.0,1.0344827586207,AAPLD,SUBE,-0.1,0,,0,,,,0.20000000000000004,2023,1,25,2,0,0.34602076124568,1.7605633802817,2.89855072463767,14.5,14.45,14.2,48087.95,80043.75,86351.1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0470223000493601,0.707354674361989,1.20792352495715,1.1614289101854767,14.533333333333333,0.10408329997335285,14.320000000000002,0.33279122584586246,61455.23333333334,16605.398114794993,81926.0,35622.17648710913,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
676,10,2023-01-26,14.95,14.75,15.1,14.6,60512.9,0.682593856655278,AAPLD,SUBE,-0.2,0,,0,,,,0.13000000000000025,2023,1,26,3,0,1.0344827586207,0.34602076124568,1.7605633802817,14.65,14.5,14.45,56234.0,48087.95,80043.75,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.6876991255072195,0.3442593909901979,1.3444422962882057,1.014812001959358,14.633333333333333,0.12583057392121932,14.51,0.2103568396796032,54944.950000000004,6311.979329220242,66245.94,16258.969143729573,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
677,10,2023-01-27,14.8,15.2,15.2,14.8,59557.85,3.05084745762711,AAPLD,SUBE,0.4,0,,0,,,,0.17500000000000002,2023,1,27,4,0,0.682593856655278,1.0344827586207,0.34602076124568,14.75,14.65,14.5,60512.9,56234.0,48087.95,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.5893080243010296,1.2779004602107915,1.3749016428860936,1.073696920211239,14.866666666666667,0.2929732638541359,14.709999999999999,0.2987473849257738,58768.25,2246.0737793989797,60887.29,11772.359051789506,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BAJA
678,10,2023-01-30,14.9,14.9,15.45,14.8,46296.45,-1.97368421052631,AAPLD,BAJA,0.0,0,,0,,,,0.13499999999999995,2023,1,30,0,0,3.05084745762711,0.682593856655278,1.0344827586207,15.2,14.75,14.65,59557.85,60512.9,56234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.5865857012520262,2.5136413418578836,0.6280521247244917,1.7949005218936223,14.950000000000001,0.2291287847478197,14.8,0.2669269563007598,55455.73333333334,7946.532798072186,54137.83,6566.969455026446,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BAJA
679,10,2023-01-31,15.25,14.8,15.25,14.7,269914.41,-0.671140939597314,AAPLD,BAJA,-0.45,0,,0,,,,0.045000000000000116,2023,1,31,1,1,-1.97368421052631,3.05084745762711,0.682593856655278,14.9,15.2,14.75,46296.45,59557.85,60512.9,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.13534076916782892,2.6075446651972634,0.42461978455589283,1.889980745751117,14.966666666666669,0.2081665999466442,14.86,0.21035683967959615,125256.23666666665,125453.00521148363,98503.12199999999,95987.0253062213,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
680,10,2023-02-01,14.8,15.15,15.25,14.55,161769.66,2.36486486486487,AAPLD,SUBE,0.35,0,,0,,,,0.04000000000000021,2023,2,1,2,0,-0.671140939597314,-1.97368421052631,3.05084745762711,14.8,14.9,15.2,269914.41,46296.45,59557.85,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.09332009508625116,2.2262434090094523,0.6906962058047268,2.081270266690806,14.950000000000001,0.1802775637732358,14.959999999999999,0.204328167416993,159326.84,111828.99237588035,119610.25399999999,95971.94532528258,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
681,10,2023-02-02,15.35,15.4,15.7,14.9,283445.44,1.65016501650166,AAPLD,SUBE,0.05,0,,0,,,,0.06500000000000021,2023,2,2,3,0,2.36486486486487,-0.671140939597314,-1.97368421052631,15.15,14.8,14.9,161769.66,269914.41,46296.45,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1146296472564055,1.5872716875086352,0.8842104377740032,2.1248540922149237,15.116666666666667,0.3013856886671103,15.09,0.24083189157581703,238376.50333333333,66687.54401939422,164196.762,112084.95059748106,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
682,10,2023-02-03,15.3,15.95,16.25,14.75,278207.5,3.57142857142856,AAPLD,SUBE,0.65,0,,0,,,,0.26999999999999974,2023,2,3,4,0,1.65016501650166,2.36486486486487,-0.671140939597314,15.4,15.15,14.8,283445.44,161769.66,269914.41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.5288194842650302,0.9710686122975971,0.9883266605342932,2.2656480328840027,15.5,0.4092676385936454,15.24,0.46016301459372544,241140.8666666667,68787.35595771176,207926.69199999998,103367.9800367303,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BAJA
683,10,2023-02-06,15.95,15.7,16.2,15.5,26523.85,-1.56739811912225,AAPLD,BAJA,-0.25,0,,0,,,,0.2599999999999996,2023,2,6,0,0,3.57142857142856,1.65016501650166,2.36486486486487,15.95,15.4,15.15,278207.5,283445.44,161769.66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.2180651562693237,2.5965202975884774,1.0695838788151053,2.136460338217177,15.683333333333332,0.2753785273643433,15.4,0.4513867521316773,196058.93000000002,146845.0425340117,203972.172,111180.28377599362,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,SUBE
